system:index,NO2_column_number_density,month,sector,year,.geo
6_0000000000000000001b,,7,Gikondo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001c,,7,Kagarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001d,,7,Kanombe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001e,,7,Kicukiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001f,,7,Kigarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000020,,7,Masaka,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000021,,7,Niboye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000022,,7,Nyarugunga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000023,,7,Busasamana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000024,,7,Busoro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000025,,7,Cyabakamyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000026,,7,Kibilizi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000027,,7,Kigoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000028,,7,Mukingo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000029,,7,Muyira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000002a,,7,Ntyazo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000002b,,7,Nyagisozi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000002c,,7,Rwabicuma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000002d,,7,Gikonko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000002e,,7,Gishubi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000002f,,7,Kansi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000030,,7,Kibirizi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000031,,7,Kigembe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000032,,7,Mamba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000033,,7,Muganza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000034,,7,Mugombwa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000035,,7,Mukindo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000036,,7,Musha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000037,,7,Ndora,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000038,,7,Nyanza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000039,,7,Save,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000003a,,7,Busanze,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000003b,,7,Cyahinda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000003c,,7,Kibeho,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000003d,,7,Kivu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000003e,,7,Mata,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000003f,,7,Muganza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000040,,7,Munini,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000041,,7,Ngera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000042,,7,Ngoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000043,,7,Nyabimata,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000044,,7,Nyagisozi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000045,,7,Ruheru,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000046,,7,Ruramba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000047,,7,Rusenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000048,,7,Gishamvu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000049,,7,Huye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000004a,,7,Karama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000004b,,7,Kigoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000004c,,7,Kinazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000004d,,7,Maraba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000004e,,7,Mbazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000004f,,7,Mukura,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000050,,7,Ngoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000051,,7,Ruhashya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000052,,7,Rusatira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000053,,7,Rwaniro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000054,,7,Simbi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000055,,7,Tumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000056,,7,Buruhukiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000057,,7,Cyanika,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000058,,7,Gasaka,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000059,,7,Gatare,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000005a,,7,Kaduha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000005b,,7,Kamegeri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000005c,,7,Kibirizi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000005d,,7,Kibumbwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000005e,,7,Kitabi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000005f,,7,Mbazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000060,,7,Mugano,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000061,,7,Musange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000062,,7,Musebeya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000063,,7,Mushubi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000064,,7,Nkomane,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000065,,7,Tare,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000066,,7,Uwinkingi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000067,,7,Bweramana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000068,,7,Byimana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000069,,7,Kabagali,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000006a,,7,Kinazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000006b,,7,Kinihira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000006c,,7,Mbuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000006d,,7,Mwendo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000006e,,7,Ntongwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000006f,,7,Ruhango,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000070,,7,Cyeza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000071,,7,Kabacuzi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000072,,7,Kibangu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000073,,7,Kiyumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000074,,7,Muhanga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000075,,7,Mushishiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000076,,7,Nyabinoni,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000077,,7,Nyamabuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000078,,7,Nyarusange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000079,,7,Rongi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000007a,,7,Rugendabari,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000007b,,7,Shyogwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000007c,,7,Gacurabwenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000007d,,7,Karama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000007e,,7,Kayenzi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000007f,,7,Kayumbu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000080,,7,Mugina,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000081,,7,Musambira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000082,,7,Ngamba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000083,,7,Nyamiyaga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000084,,7,Nyarubaka,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000085,,7,Rugarika,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000086,,7,Rukoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000087,,7,Runda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000088,,7,Bwishyura,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000089,,7,Gashari,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000008a,,7,Gishyita,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000008b,,7,Gitesi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000008c,,7,Mubuga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000008d,,7,Murambi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000008e,,7,Murundi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000008f,,7,Mutuntu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000090,,7,Rubengera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000091,,7,Rugabano,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000092,,7,Ruganda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000093,,7,Rwankuba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000094,,7,Twumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000095,,7,Boneza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000096,,7,Gihango,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000097,,7,Kigeyo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000098,,7,Kivumu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000099,,7,Manihira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000009a,,7,Mukura,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000009b,,7,Murunda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000009c,,7,Musasa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000009d,,7,Mushonyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000009e,,7,Mushubati,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000009f,,7,Nyabirasi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a0,,7,Ruhango,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a1,,7,Rusebeya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a2,,7,Bugeshi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a3,,7,Busasamana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a4,,7,Cyanzarwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a5,,7,Gisenyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a6,,7,Kanama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a7,,7,Kanzenze,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a8,,7,Mudende,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000a9,,7,Nyakiriba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000aa,,7,Nyamyumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ab,,7,Nyundo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ac,,7,Rubavu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ad,,7,Rugerero,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ae,,7,Bigogwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000af,,7,Jenda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b0,,7,Jomba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b1,,7,Kabatwa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b2,,7,Karago,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b3,,7,Kintobo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b4,,7,Mukamira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b5,,7,Muringa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b6,,7,Rambura,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b7,,7,Rugera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b8,,7,Rurembo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b9,,7,Shyira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ba,,7,Bwira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000bb,,7,Gatumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000bc,,7,Hindiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000bd,,7,Kabaya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000be,,7,Kageyo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000bf,,7,Kavumu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c0,,7,Matyazo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c1,,7,Muhanda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c2,,7,Muhororo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c3,,7,Ndaro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c4,,7,Ngororero,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c5,,7,Nyange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c6,,7,Sovu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c7,,7,Bugarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c8,,7,Butare,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c9,,7,Bweyeye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ca,,7,Gashonga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cb,,7,Giheke,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cc,,7,Gihundwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cd,,7,Gikundamvura,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ce,,7,Gitambi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cf,,7,Kamembe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d0,,7,Muganza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d1,,7,Mururu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d2,,7,Nkanka,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d3,,7,Nkombo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d4,,7,Nkungu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d5,,7,Nyakabuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d6,,7,Nyakarenzo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d7,,7,Nzahaha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d8,,7,Rwimbogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d9,,7,Bushekeri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000da,,7,Bushenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000db,,7,Cyato,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000dc,,7,Gihombo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000dd,,7,Kagano,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000de,,7,Kanjongo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000df,,7,Karambi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e0,,7,Karengera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e1,,7,Kirimbi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e2,,7,Macuba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e3,,7,Mahembe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e4,,7,Nyabitekeri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e5,,7,Rangiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e6,,7,Ruharambuga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e7,,7,Shangi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e8,,7,Base,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e9,,7,Burega,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ea,,7,Bushoki,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000eb,,7,Buyoga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ec,,7,Cyinzuzi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ed,,7,Cyungo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ee,,7,Kinihira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ef,,7,Kisaro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f0,,7,Masoro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f1,,7,Mbogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f2,,7,Murambi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f3,,7,Ngoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f4,,7,Ntarabana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f5,,7,Rukozo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f6,,7,Rusiga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f7,,7,Shyrongi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f8,,7,Tumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000f9,,7,Busengo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000fa,,7,Coko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000fb,,7,Cyabingo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000fc,,7,Gakenke,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000fd,,7,Gashenyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000fe,,7,Janja,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ff,,7,Kamubuga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000100,,7,Karambo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000101,,7,Kivuruga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000102,,7,Mataba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000103,,7,Minazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000104,,7,Mugunga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000105,,7,Muhondo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000106,,7,Muyongwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000107,,7,Muzo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000108,,7,Nemba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000109,,7,Ruli,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000010a,,7,Rusasa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000010b,,7,Rushashi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000010c,,7,Busogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000010d,,7,Cyuve,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000010e,,7,Gacaca,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000010f,,7,Gashaki,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000110,,7,Gataraga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000111,,7,Kimonyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000112,,7,Kinigi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000113,,7,Muhoza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000114,,7,Muko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000115,,7,Musanze,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000116,,7,Nkotsi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000117,,7,Nyange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000118,,7,Remera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000119,,7,Rwaza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000011a,,7,Shingiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000011b,,7,Bungwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000011c,,7,Butaro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000011d,,7,Cyanika,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000011e,,7,Cyeru,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000011f,,7,Gahunga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000120,,7,Gatebe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000121,,7,Gitovu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000122,,7,Kagogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000123,,7,Kinoni,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000124,,7,Kinyababa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000125,,7,Kivuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000126,,7,Nemba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000127,,7,Rugarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000128,,7,Rugengabari,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000129,,7,Ruhunde,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000012a,,7,Rusarabuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000012b,,7,Rwerere,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000012c,,7,Bukure,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000012d,,7,Bwisige,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000012e,,7,Byumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000012f,,7,Cyumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000130,,7,Giti,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000131,,7,Kageyo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000132,,7,Kaniga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000133,,7,Manyagiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
