system:index,NO2_column_number_density,month,sector,year,.geo
2_000000000000000000d5,3.04E-05,3,Nyakabuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000d6,2.94E-05,3,Nyakarenzo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000d7,2.73E-05,3,Nzahaha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000d8,2.83E-05,3,Rwimbogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000d9,2.53E-05,3,Bushekeri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000da,2.89E-05,3,Bushenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000db,1.62E-05,3,Cyato,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000dc,3.87E-05,3,Gihombo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000dd,2.01E-05,3,Kagano,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000de,1.68E-05,3,Kanjongo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000df,1.87E-05,3,Karambi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e0,2.90E-05,3,Karengera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e1,2.77E-05,3,Kirimbi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e2,2.19E-05,3,Macuba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e3,2.45E-05,3,Mahembe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e4,3.07E-05,3,Nyabitekeri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e5,1.79E-05,3,Rangiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e6,2.67E-05,3,Ruharambuga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e7,2.66E-05,3,Shangi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e8,2.96E-05,3,Base,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000e9,1.90E-05,3,Burega,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000ea,1.22E-05,3,Bushoki,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000eb,1.24E-05,3,Buyoga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000ec,1.22E-05,3,Cyinzuzi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000ed,2.84E-05,3,Cyungo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000ee,1.64E-05,3,Kinihira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000ef,9.46E-06,3,Kisaro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f0,6.64E-06,3,Masoro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f1,1.63E-05,3,Mbogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f2,1.22E-05,3,Murambi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f3,2.01E-05,3,Ngoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f4,1.90E-05,3,Ntarabana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f5,2.88E-05,3,Rukozo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f6,3.61E-05,3,Rusiga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f7,2.70E-05,3,Shyrongi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f8,9.33E-06,3,Tumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000f9,1.66E-06,3,Busengo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000fa,1.89E-05,3,Coko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000fb,1.97E-05,3,Cyabingo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000fc,1.90E-05,3,Gakenke,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000fd,2.07E-05,3,Gashenyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000fe,-1.05E-06,3,Janja,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000ff,1.80E-05,3,Kamubuga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000100,1.65E-05,3,Karambo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000101,8.98E-06,3,Kivuruga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000102,3.43E-05,3,Mataba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000103,3.25E-05,3,Minazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000104,3.88E-06,3,Mugunga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000105,2.92E-05,3,Muhondo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000106,1.40E-05,3,Muyongwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000107,1.85E-05,3,Muzo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000108,1.21E-05,3,Nemba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000109,2.22E-05,3,Ruli,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000010a,2.12E-06,3,Rusasa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000010b,1.51E-05,3,Rushashi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000010c,2.79E-05,3,Busogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000010d,2.05E-05,3,Cyuve,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000010e,3.37E-05,3,Gacaca,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000010f,2.88E-05,3,Gashaki,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000110,1.87E-05,3,Gataraga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000111,2.46E-05,3,Kimonyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000112,1.58E-05,3,Kinigi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000113,3.31E-05,3,Muhoza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000114,3.18E-05,3,Muko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000115,1.85E-05,3,Musanze,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000116,2.35E-05,3,Nkotsi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000117,1.11E-05,3,Nyange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000118,3.67E-05,3,Remera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000119,3.83E-05,3,Rwaza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000011a,2.22E-05,3,Shingiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000011b,1.25E-05,3,Bungwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000011c,3.26E-05,3,Butaro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000011d,2.48E-05,3,Cyanika,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000011e,2.62E-05,3,Cyeru,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000011f,1.90E-05,3,Gahunga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000120,1.84E-05,3,Gatebe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000121,2.84E-05,3,Gitovu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000122,2.99E-05,3,Kagogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000123,3.17E-05,3,Kinoni,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000124,3.39E-05,3,Kinyababa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000125,2.34E-05,3,Kivuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000126,1.66E-05,3,Nemba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000127,4.02E-05,3,Rugarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000128,2.87E-05,3,Rugengabari,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000129,1.92E-05,3,Ruhunde,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000012a,2.38E-05,3,Rusarabuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000012b,2.21E-05,3,Rwerere,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000012c,4.71E-05,3,Bukure,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000012d,4.76E-05,3,Bwisige,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000012e,3.68E-05,3,Byumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000012f,1.26E-05,3,Cyumba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000130,4.09E-05,3,Giti,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000131,1.37E-05,3,Kageyo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000132,1.82E-05,3,Kaniga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000133,2.05E-05,3,Manyagiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000134,2.50E-05,3,Miyove,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000135,3.30E-05,3,Mukarange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000136,2.10E-05,3,Muko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000137,1.68E-05,3,Mutete,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000138,1.94E-05,3,Nyamiyaga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000139,3.06E-05,3,Nyankenke,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013a,1.11E-05,3,Rubaya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013b,2.25E-05,3,Rukomo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013c,4.04E-05,3,Rushaki,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013d,2.61E-05,3,Rutare,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013e,3.71E-05,3,Ruvune,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000013f,3.42E-05,3,Rwamiko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000140,5.46E-05,3,Shangasha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000141,3.07E-05,3,Fumbwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000142,2.51E-05,3,Gahengeri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000143,1.92E-05,3,Gishali,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000144,2.34E-05,3,Karenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000145,3.01E-05,3,Kigabiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000146,2.37E-05,3,Muhazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000147,2.40E-05,3,Munyaga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000148,2.17E-05,3,Munyiginya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000149,1.77E-05,3,Musha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014a,2.91E-05,3,Muyumbu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014b,3.02E-05,3,Mwulire,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014c,2.45E-05,3,Nyakaliro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014d,2.83E-05,3,Nzige,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014e,2.95E-05,3,Rubona,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000014f,3.22E-05,3,Gatunda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000150,3.94E-05,3,Karama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000151,4.41E-05,3,Karangazi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000152,5.08E-05,3,Katabagemu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000153,3.25E-05,3,Kiyombe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000154,2.73E-05,3,Matimba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000155,5.03E-05,3,Mimuri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000156,4.70E-05,3,Mukama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000157,2.87E-05,3,Musheri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000158,3.87E-05,3,Nyagatare,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000159,4.09E-05,3,Rukomo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015a,3.56E-05,3,Rwempasha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015b,2.60E-05,3,Rwimiyaga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015c,4.55E-05,3,Tabagwe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015d,3.29E-05,3,Gasange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015e,4.05E-05,3,Gatsibo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000015f,2.77E-05,3,Gitoki,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000160,6.49E-05,3,Kabarore,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000161,2.27E-05,3,Kageyo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000162,2.38E-05,3,Kiramuruzi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000163,2.90E-05,3,Kiziguro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000164,2.23E-05,3,Muhura,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000165,2.99E-05,3,Murambi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000166,6.44E-05,3,Ngarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000167,4.72E-05,3,Nyagihanga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000168,2.72E-05,3,Remera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000169,3.43E-05,3,Rugarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016a,3.66E-05,3,Rwimbogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016b,1.33E-05,3,Gahini,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016c,1.93E-05,3,Kabare,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016d,2.07E-05,3,Kabarondo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016e,2.42E-05,3,Mukarange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000016f,1.52E-05,3,Murama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000170,2.73E-05,3,Murundi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000171,2.51E-05,3,Mwiri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000172,1.82E-05,3,Ndego,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000173,3.03E-05,3,Nyamirama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000174,3.06E-05,3,Rukara,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000175,2.10E-05,3,Ruramira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000176,3.56E-05,3,Rwinkwavu,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000177,2.13E-05,3,Gahara,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000178,2.41E-05,3,Gatore,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000179,2.15E-05,3,Kigarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017a,2.65E-05,3,Kigina,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017b,3.19E-05,3,Kirehe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017c,2.17E-05,3,Mahama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017d,2.43E-05,3,Mpanga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017e,3.20E-05,3,Musaza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000017f,2.53E-05,3,Mushikiri,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000180,2.41E-05,3,Nasho,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000181,1.89E-05,3,Nyamugari,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000182,2.71E-05,3,Nyarubuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000183,2.39E-05,3,Gashanda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000184,2.26E-05,3,Jarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000185,2.45E-05,3,Karembo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000186,2.26E-05,3,Kazo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000187,1.69E-05,3,Kibungo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000188,3.56E-05,3,Mugesera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000189,1.78E-05,3,Murama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018a,2.13E-05,3,Mutenderi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018b,1.26E-05,3,Remera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018c,2.29E-05,3,Rukira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018d,2.23E-05,3,Rukumberi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018e,1.32E-05,3,Rurenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000018f,3.05E-05,3,Sake,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000190,2.78E-05,3,Zaza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000191,2.04E-05,3,Gashora,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000192,2.97E-05,3,Juru,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000193,2.71E-05,3,Kamabuye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000194,2.81E-05,3,Mareba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000195,2.77E-05,3,Mayange,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000196,2.53E-05,3,Musenyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000197,2.01E-05,3,Mwogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000198,2.33E-05,3,Ngeruka,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000199,2.75E-05,3,Ntarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000019a,2.48E-05,3,Nyamata,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000019b,2.79E-05,3,Nyarugenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000019c,3.11E-05,3,Rilima,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000019d,2.38E-05,3,Ruhuha,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000019e,2.66E-05,3,Rweru,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000019f,2.76E-05,3,Shyara,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000000,,4,Gitega,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000001,,4,Kanyinya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000002,,4,Kigali,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000003,,4,Kimisagara,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000004,,4,Mageregere,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000005,,4,Muhima,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000006,,4,Nyakabanda,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000007,,4,Nyamirambo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000008,,4,Nyarugenge,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000009,,4,Rwezamenyo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000a,,4,Bumbogo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000b,,4,Gatsata,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000c,,4,Gikomero,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000d,,4,Gisozi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000e,,4,Jabana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000f,,4,Jali,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000010,,4,Kacyiru,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000011,,4,Kimihurura,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000012,,4,Kimironko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000013,,4,Kinyinya,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000014,,4,Ndera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000015,,4,Nduba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000016,,4,Remera,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000017,,4,Rusororo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000018,,4,Rutunga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000019,,4,Gahanga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001a,,4,Gatenga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001b,,4,Gikondo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001c,,4,Kagarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001d,,4,Kanombe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001e,,4,Kicukiro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001f,,4,Kigarama,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000020,,4,Masaka,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000021,,4,Niboye,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000022,,4,Nyarugunga,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000023,,4,Busasamana,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000024,,4,Busoro,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000025,,4,Cyabakamyi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000026,,4,Kibilizi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000027,,4,Kigoma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000028,,4,Mukingo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000029,,4,Muyira,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000002a,,4,Ntyazo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000002b,,4,Nyagisozi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000002c,,4,Rwabicuma,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000002d,,4,Gikonko,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000002e,,4,Gishubi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000002f,,4,Kansi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000030,,4,Kibirizi,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000031,,4,Kigembe,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000032,,4,Mamba,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000033,,4,Muganza,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000034,,4,Mugombwa,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000035,,4,Mukindo,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
