Prov_ID,Province,Dist_ID,District,Sect_ID,Name,join_key,sector,non_poor,vulnerable,moderately_poor,severely_poor,total,count,district,poverty_rate,poverty_score,poor_population,severely_poor_population
2.0,Southern Province,26.0,Ruhango,2609.0,Ruhango,ruhango,Ruhango,28.4,31.4,29.8,10.4,100,28330,Rutsiro,40.2,20.36666666666667,11388.66,2946.32
2.0,Southern Province,27.0,Muhanga,2701.0,Cyeza,cyeza,Cyeza,51.3,23.5,22.3,2.9,100,35812,Muhanga,25.2,12.799999999999999,9024.624,1038.548
2.0,Southern Province,27.0,Muhanga,2702.0,Kabacuzi,kabacuzi,Kabacuzi,43.3,26.8,26.6,3.4,100,30553,Muhanga,30.0,15.033333333333333,9165.9,1038.802
2.0,Southern Province,27.0,Muhanga,2703.0,Kibangu,kibangu,Kibangu,41.0,26.1,28.5,4.4,100,21089,Muhanga,32.9,16.05,6938.281,927.916
2.0,Southern Province,27.0,Muhanga,2704.0,Kiyumba,kiyumba,Kiyumba,42.9,30.5,24.3,2.3,100,26827,Muhanga,26.6,14.333333333333334,7135.982000000001,617.021
2.0,Southern Province,27.0,Muhanga,2705.0,Muhanga,muhanga,Muhanga,49.2,25.0,22.9,2.9,100,29642,Muhanga,25.799999999999997,13.25,7647.635999999999,859.618
2.0,Southern Province,27.0,Muhanga,2706.0,Mushishiro,mushishiro,Mushishiro,45.1,26.0,25.5,3.4,100,21852,Muhanga,28.9,14.533333333333333,6315.227999999999,742.9680000000001
2.0,Southern Province,27.0,Muhanga,2707.0,Nyabinoni,nyabinoni,Nyabinoni,25.7,32.0,35.6,6.7,100,17322,Muhanga,42.300000000000004,20.55,7327.206000000001,1160.574
2.0,Southern Province,27.0,Muhanga,2708.0,Nyamabuye,nyamabuye,Nyamabuye,79.2,11.3,7.9,1.6,100,65673,Muhanga,9.5,5.316666666666667,6238.935,1050.768
2.0,Southern Province,27.0,Muhanga,2709.0,Nyarusange,nyarusange,Nyarusange,37.1,28.4,28.3,6.2,100,28838,Muhanga,34.5,17.266666666666666,9949.11,1787.9560000000001
2.0,Southern Province,27.0,Muhanga,2710.0,Rongi,rongi,Rongi,30.5,31.1,32.5,6.0,100,32037,Muhanga,38.5,19.016666666666666,12334.245,1922.22
2.0,Southern Province,27.0,Muhanga,2711.0,Rugendabari,rugendabari,Rugendabari,39.4,28.0,29.5,3.1,100,19081,Muhanga,32.6,16.05,6220.406,591.511
2.0,Southern Province,27.0,Muhanga,2712.0,Shyogwe,shyogwe,Shyogwe,61.4,17.2,17.2,4.2,100,44109,Muhanga,21.4,10.700000000000001,9439.326,1852.5780000000002
2.0,Southern Province,28.0,Kamonyi,2801.0,Gacurabwenge,gacurabwenge,Gacurabwenge,56.9,22.0,17.8,3.4,100,38135,Kamonyi,21.2,11.299999999999999,8084.62,1296.59
2.0,Southern Province,28.0,Kamonyi,2802.0,Karama,karama,Karama,38.5,30.3,26.1,5.2,100,17802,Huye,31.3,16.35,5572.026,925.7040000000001
2.0,Southern Province,28.0,Kamonyi,2802.0,Karama,karama,Karama,50.3,25.5,21.6,2.7,100,21261,Kamonyi,24.3,12.800000000000002,5166.423,574.047
2.0,Southern Province,28.0,Kamonyi,2802.0,Karama,karama,Karama,34.2,26.6,31.1,8.1,100,33037,Nyagatare,39.2,18.849999999999998,12950.504,2675.9970000000003
2.0,Southern Province,28.0,Kamonyi,2803.0,Kayenzi,kayenzi,Kayenzi,49.6,25.1,22.3,3.0,100,26339,Kamonyi,25.3,13.116666666666667,6663.767000000001,790.17
2.0,Southern Province,28.0,Kamonyi,2804.0,Kayumbu,kayumbu,Kayumbu,46.1,25.9,24.9,3.1,100,18290,Kamonyi,28.0,14.166666666666666,5121.2,566.99
2.0,Southern Province,28.0,Kamonyi,2805.0,Mugina,mugina,Mugina,33.5,27.4,30.2,9.0,100,47020,Kamonyi,39.2,19.133333333333336,18431.840000000004,4231.8
2.0,Southern Province,28.0,Kamonyi,2806.0,Musambira,musambira,Musambira,46.1,27.6,22.0,4.3,100,43589,Kamonyi,26.3,14.083333333333334,11463.907,1874.3269999999998
2.0,Southern Province,28.0,Kamonyi,2807.0,Ngamba,ngamba,Ngamba,41.4,29.2,25.9,3.4,100,17158,Kamonyi,29.299999999999997,15.200000000000001,5027.294,583.372
2.0,Southern Province,28.0,Kamonyi,2808.0,Nyamiyaga,nyamiyaga,Nyamiyaga,34.8,29.2,28.2,7.8,100,46360,Kamonyi,36.0,18.166666666666668,16689.6,3616.08
2.0,Southern Province,28.0,Kamonyi,2808.0,Nyamiyaga,nyamiyaga,Nyamiyaga,35.0,25.5,32.4,7.1,100,20217,Gicumbi,39.5,18.599999999999998,7985.715,1435.407
2.0,Southern Province,28.0,Kamonyi,2809.0,Nyarubaka,nyarubaka,Nyarubaka,42.1,27.1,26.3,4.6,100,29438,Kamonyi,30.9,15.583333333333334,9096.341999999999,1354.148
2.0,Southern Province,28.0,Kamonyi,2810.0,Rugarika,rugarika,Rugarika,51.6,22.3,20.6,5.4,100,62366,Kamonyi,26.0,13.283333333333333,16215.16,3367.764
2.0,Southern Province,28.0,Kamonyi,2811.0,Rukoma,rukoma,Rukoma,48.7,25.7,21.9,3.8,100,40850,Kamonyi,25.7,13.483333333333333,10498.45,1552.3
2.0,Southern Province,28.0,Kamonyi,2812.0,Runda,runda,Runda,69.4,15.2,11.9,3.5,100,74546,Kamonyi,15.4,8.25,11480.084,2609.11
3.0,Western Province,31.0,Karongi,3101.0,Bwishyura,bwishyura,Bwishyura,51.6,21.6,20.4,6.4,100,41162,Karongi,26.799999999999997,13.6,11031.416,2634.368
3.0,Western Province,31.0,Karongi,3102.0,Gashari,gashari,Gashari,36.5,32.1,27.3,4.0,100,20985,Karongi,31.3,16.45,6568.305,839.4
3.0,Western Province,31.0,Karongi,3103.0,Gishyita,gishyita,Gishyita,45.3,24.6,25.8,4.3,100,23716,Karongi,30.1,14.85,7138.516,1019.788
3.0,Western Province,31.0,Karongi,3104.0,Gitesi,gitesi,Gitesi,29.6,31.1,31.4,7.9,100,27199,Karongi,39.3,19.599999999999998,10689.207,2148.721
3.0,Western Province,31.0,Karongi,3105.0,Mubuga,mubuga,Mubuga,38.1,24.7,30.4,6.9,100,23284,Karongi,37.3,17.7,8684.931999999999,1606.596
3.0,Western Province,31.0,Karongi,3106.0,Murambi,murambi,Murambi,33.4,33.5,27.6,5.5,100,23012,Karongi,33.1,17.533333333333335,7616.972000000001,1265.66
3.0,Western Province,31.0,Karongi,3106.0,Murambi,murambi,Murambi,53.5,21.8,20.1,4.6,100,27315,Rulindo,24.700000000000003,12.633333333333333,6746.805000000001,1256.4899999999998
3.0,Western Province,31.0,Karongi,3106.0,Murambi,murambi,Murambi,34.5,28.0,29.5,8.0,100,36887,Gatsibo,37.5,18.5,13832.625,2950.96
3.0,Western Province,31.0,Karongi,3107.0,Murundi,murundi,Murundi,20.9,34.4,34.7,10.0,100,28174,Karongi,44.7,22.3,12593.778,2817.4
3.0,Western Province,31.0,Karongi,3107.0,Murundi,murundi,Murundi,29.2,25.7,32.5,12.6,100,56261,Kayonza,45.1,21.416666666666668,25373.711,7088.8859999999995
3.0,Western Province,31.0,Karongi,3108.0,Mutuntu,mutuntu,Mutuntu,21.3,39.2,31.3,8.2,100,24032,Karongi,39.5,21.066666666666666,9492.64,1970.624
3.0,Western Province,31.0,Karongi,3109.0,Rubengera,rubengera,Rubengera,50.6,23.6,21.1,4.7,100,41382,Karongi,25.8,13.316666666666668,10676.556,1944.954
3.0,Western Province,31.0,Karongi,3110.0,Rugabano,rugabano,Rugabano,33.5,27.8,31.9,6.8,100,33129,Karongi,38.699999999999996,18.666666666666664,12820.922999999999,2252.772
3.0,Western Province,31.0,Karongi,3111.0,Ruganda,ruganda,Ruganda,28.6,39.0,28.7,3.7,100,18821,Karongi,32.4,17.916666666666668,6098.004,696.377
3.0,Western Province,31.0,Karongi,3112.0,Rwankuba,rwankuba,Rwankuba,39.9,23.5,29.9,6.7,100,33584,Karongi,36.6,17.233333333333334,12291.744,2250.128
3.0,Western Province,31.0,Karongi,3113.0,Twumba,twumba,Twumba,31.1,32.5,30.2,6.2,100,27171,Karongi,36.4,18.583333333333332,9890.243999999999,1684.602
3.0,Western Province,32.0,Rutsiro,3201.0,Boneza,boneza,Boneza,40.8,32.3,22.6,4.3,100,23492,Rutsiro,26.900000000000002,15.066666666666668,6319.348000000001,1010.156
3.0,Western Province,32.0,Rutsiro,3202.0,Gihango,gihango,Gihango,42.1,30.5,23.5,3.9,100,26723,Rutsiro,27.4,14.866666666666667,7322.102,1042.197
3.0,Western Province,32.0,Rutsiro,3203.0,Kigeyo,kigeyo,Kigeyo,34.5,26.1,32.2,7.1,100,23356,Rutsiro,39.300000000000004,18.633333333333336,9178.908000000001,1658.276
3.0,Western Province,32.0,Rutsiro,3204.0,Kivumu,kivumu,Kivumu,38.5,21.2,31.4,8.9,100,32601,Rutsiro,40.3,18.45,13138.202999999998,2901.489
3.0,Western Province,32.0,Rutsiro,3205.0,Manihira,manihira,Manihira,26.4,33.5,31.9,8.2,100,18806,Rutsiro,40.099999999999994,20.316666666666666,7541.205999999998,1542.0919999999999
3.0,Western Province,32.0,Rutsiro,3206.0,Mukura,mukura,Mukura,46.0,18.2,26.6,9.2,100,27958,Huye,35.8,16.5,10008.964,2572.136
3.0,Western Province,32.0,Rutsiro,3206.0,Mukura,mukura,Mukura,21.1,32.9,34.0,12.1,100,36563,Rutsiro,46.1,22.866666666666664,16855.543,4424.123
3.0,Western Province,32.0,Rutsiro,3207.0,Murunda,murunda,Murunda,28.3,29.9,27.4,14.4,100,21884,Rutsiro,41.8,21.316666666666666,9147.511999999999,3151.2960000000003
3.0,Western Province,32.0,Rutsiro,3208.0,Musasa,musasa,Musasa,35.8,29.0,29.5,5.8,100,25523,Rutsiro,35.3,17.566666666666666,9009.618999999999,1480.3339999999998
3.0,Western Province,32.0,Rutsiro,3209.0,Mushonyi,mushonyi,Mushonyi,37.8,27.3,29.9,5.0,100,23696,Rutsiro,34.9,17.016666666666666,8269.904,1184.8
3.0,Western Province,32.0,Rutsiro,3210.0,Mushubati,mushubati,Mushubati,38.2,28.4,27.0,6.4,100,30485,Rutsiro,33.4,16.933333333333334,10181.99,1951.04
3.0,Western Province,32.0,Rutsiro,3211.0,Nyabirasi,nyabirasi,Nyabirasi,23.9,22.8,35.2,18.2,100,29698,Rutsiro,53.400000000000006,24.633333333333336,15858.732000000002,5405.036
3.0,Western Province,32.0,Rutsiro,3212.0,Ruhango,ruhango,Ruhango,47.6,22.8,23.0,6.7,100,81828,Ruhango,29.7,14.816666666666665,24302.916,5482.476
3.0,Western Province,32.0,Rutsiro,3212.0,Ruhango,ruhango,Ruhango,28.4,31.4,29.8,10.4,100,28330,Rutsiro,40.2,20.36666666666667,11388.66,2946.32
3.0,Western Province,32.0,Rutsiro,3213.0,Rusebeya,rusebeya,Rusebeya,16.3,32.1,36.5,15.0,100,25931,Rutsiro,51.5,25.016666666666666,13354.465,3889.65
3.0,Western Province,33.0,Rubavu,3301.0,Bugeshi,bugeshi,Bugeshi,33.6,24.0,31.0,11.4,100,31401,Rubavu,42.4,20.033333333333335,13314.024,3579.7140000000004
3.0,Western Province,33.0,Rubavu,3302.0,Busasamana,busasamana,Busasamana,59.0,18.5,17.3,5.1,100,54321,Nyanza,22.4,11.4,12167.903999999999,2770.3709999999996
3.0,Western Province,33.0,Rubavu,3302.0,Busasamana,busasamana,Busasamana,27.5,19.5,35.2,17.8,100,36619,Rubavu,53.0,23.883333333333336,19408.07,6518.182000000001
3.0,Western Province,33.0,Rubavu,3303.0,Cyanzarwe,cyanzarwe,Cyanzarwe,29.4,18.0,34.5,18.2,100,34008,Rubavu,52.7,23.599999999999998,17922.216,6189.456
3.0,Western Province,33.0,Rubavu,3304.0,Gisenyi,gisenyi,Gisenyi,88.9,7.5,2.9,0.7,100,52898,Rubavu,3.5999999999999996,2.5666666666666664,1904.328,370.286
3.0,Western Province,33.0,Rubavu,3305.0,Kanama,kanama,Kanama,37.2,17.8,27.6,17.4,100,33972,Rubavu,45.0,20.866666666666667,15287.4,5911.128
3.0,Western Province,33.0,Rubavu,3306.0,Kanzenze,kanzenze,Kanzenze,43.1,20.8,24.5,11.5,100,21189,Rubavu,36.0,17.383333333333333,7628.04,2436.735
3.0,Western Province,33.0,Rubavu,3307.0,Mudende,mudende,Mudende,27.8,24.0,34.3,13.8,100,29830,Rubavu,48.099999999999994,22.333333333333332,14348.229999999998,4116.54
3.0,Western Province,33.0,Rubavu,3308.0,Nyakiriba,nyakiriba,Nyakiriba,56.9,16.0,18.1,9.0,100,38087,Rubavu,27.1,13.200000000000001,10321.577000000001,3427.83
3.0,Western Province,33.0,Rubavu,3309.0,Nyamyumba,nyamyumba,Nyamyumba,45.6,18.2,25.1,11.0,100,43553,Rubavu,36.1,16.900000000000002,15722.633,4790.83
3.0,Western Province,33.0,Rubavu,3310.0,Nyundo,nyundo,Nyundo,37.9,24.3,26.4,11.4,100,37859,Rubavu,37.8,18.55,14310.702,4315.926
3.0,Western Province,33.0,Rubavu,3311.0,Rubavu,rubavu,Rubavu,59.5,16.6,15.8,8.1,100,73918,Rubavu,23.9,12.083333333333334,17666.402,5987.357999999999
3.0,Western Province,33.0,Rubavu,3312.0,Rugerero,rugerero,Rugerero,57.9,17.6,17.4,7.2,100,62814,Rubavu,24.599999999999998,12.333333333333334,15452.243999999999,4522.608
3.0,Western Province,34.0,Nyabihu,3401.0,Bigogwe,bigogwe,Bigogwe,48.1,21.9,21.6,8.4,100,31177,Nyabihu,30.0,15.050000000000002,9353.1,2618.8680000000004
3.0,Western Province,34.0,Nyabihu,3402.0,Jenda,jenda,Jenda,41.7,26.4,24.2,7.6,100,41394,Nyabihu,31.799999999999997,16.266666666666666,13163.292,3145.9439999999995
3.0,Western Province,34.0,Nyabihu,3403.0,Jomba,jomba,Jomba,25.1,36.7,32.4,5.8,100,21057,Nyabihu,38.199999999999996,19.816666666666666,8043.773999999999,1221.3059999999998
3.0,Western Province,34.0,Nyabihu,3404.0,Kabatwa,kabatwa,Kabatwa,49.5,24.4,21.8,4.3,100,20177,Nyabihu,26.1,13.483333333333334,5266.197000000001,867.6109999999999
3.0,Western Province,34.0,Nyabihu,3405.0,Karago,karago,Karago,25.0,33.9,33.1,8.0,100,25139,Nyabihu,41.1,20.683333333333334,10332.129,2011.12
3.0,Western Province,34.0,Nyabihu,3406.0,Kintobo,kintobo,Kintobo,25.2,39.1,30.4,5.3,100,14683,Nyabihu,35.699999999999996,19.299999999999997,5241.830999999999,778.199
3.0,Western Province,34.0,Nyabihu,3407.0,Mukamira,mukamira,Mukamira,49.6,25.9,20.4,4.1,100,31777,Nyabihu,24.5,13.166666666666666,7785.365,1302.8569999999997
3.0,Western Province,34.0,Nyabihu,3408.0,Muringa,muringa,Muringa,20.5,29.5,37.9,12.1,100,21365,Nyabihu,50.0,23.599999999999998,10682.5,2585.165
3.0,Western Province,34.0,Nyabihu,3409.0,Rambura,rambura,Rambura,29.9,31.1,31.9,7.2,100,27806,Nyabihu,39.1,19.416666666666668,10872.146,2002.0320000000002
3.0,Western Province,34.0,Nyabihu,3410.0,Rugera,rugera,Rugera,34.0,31.1,30.1,4.7,100,25479,Nyabihu,34.800000000000004,17.566666666666666,8866.692000000001,1197.513
3.0,Western Province,34.0,Nyabihu,3411.0,Rurembo,rurembo,Rurembo,24.7,32.9,36.2,6.2,100,23260,Nyabihu,42.400000000000006,20.650000000000002,9862.240000000002,1442.12
3.0,Western Province,34.0,Nyabihu,3412.0,Shyira,shyira,Shyira,36.0,31.9,27.7,4.5,100,22144,Nyabihu,32.2,16.8,7130.368,996.48
3.0,Western Province,35.0,Ngororero,3501.0,Bwira,bwira,Bwira,30.9,31.9,32.6,4.6,100,20477,Ngororero,37.2,18.483333333333334,7617.444,941.942
3.0,Western Province,35.0,Ngororero,3502.0,Gatumba,gatumba,Gatumba,42.3,29.0,25.7,3.0,100,26279,Ngororero,28.7,14.9,7542.072999999999,788.37
3.0,Western Province,35.0,Ngororero,3503.0,Hindiro,hindiro,Hindiro,33.8,31.9,29.2,5.1,100,25911,Ngororero,34.3,17.599999999999998,8887.473,1321.4609999999998
3.0,Western Province,35.0,Ngororero,3504.0,Kabaya,kabaya,Kabaya,37.2,31.9,26.6,4.3,100,34944,Ngororero,30.900000000000002,16.333333333333332,10797.696000000002,1502.5919999999999
3.0,Iburengerazuba,35.0,Ngororero,3505.0,Kageyo,kageyo,Kageyo,35.0,31.4,28.9,4.7,100,26231,Ngororero,33.6,17.21666666666667,8813.616000000002,1232.8570000000002
3.0,Iburengerazuba,35.0,Ngororero,3505.0,Kageyo,kageyo,Kageyo,39.9,28.4,27.4,4.3,100,19969,Gicumbi,31.7,16.016666666666666,6330.172999999999,858.6669999999999
3.0,Iburengerazuba,35.0,Ngororero,3505.0,Kageyo,kageyo,Kageyo,31.2,26.4,32.0,10.5,100,25167,Gatsibo,42.5,20.316666666666666,10695.975,2642.535
3.0,Western Province,35.0,Ngororero,3506.0,Kavumu,kavumu,Kavumu,21.4,32.8,34.1,11.8,100,32141,Ngororero,45.900000000000006,22.733333333333334,14752.719000000001,3792.6380000000004
3.0,Western Province,35.0,Ngororero,3507.0,Matyazo,matyazo,Matyazo,22.0,35.9,34.3,7.9,100,27471,Ngororero,42.199999999999996,21.366666666666664,11592.761999999999,2170.2090000000003
3.0,Western Province,35.0,Ngororero,3508.0,Muhanda,muhanda,Muhanda,14.5,23.5,40.5,21.5,100,30793,Ngororero,62.0,28.166666666666668,19091.66,6620.495
3.0,Western Province,35.0,Ngororero,3509.0,Muhororo,muhororo,Muhororo,40.7,29.2,26.9,3.2,100,23020,Ngororero,30.099999999999998,15.433333333333332,6929.02,736.64
3.0,Western Province,35.0,Ngororero,3510.0,Ndaro,ndaro,Ndaro,29.0,32.0,33.8,5.3,100,25395,Ngororero,39.099999999999994,19.25,9929.445,1345.935
3.0,Iburengerazuba,35.0,Ngororero,3511.0,Ngororero,ngororero,Ngororero,40.3,29.4,26.4,3.9,100,41062,Ngororero,30.299999999999997,15.65,12441.785999999998,1601.418
3.0,Western Province,35.0,Ngororero,3512.0,Nyange,nyange,Nyange,32.3,34.1,28.8,4.8,100,25927,Ngororero,33.6,17.683333333333334,8711.472000000002,1244.4959999999999
3.0,Western Province,35.0,Ngororero,3512.0,Nyange,nyange,Nyange,40.0,25.2,28.6,6.2,100,32685,Musanze,34.800000000000004,16.833333333333336,11374.380000000003,2026.47
3.0,Western Province,35.0,Ngororero,3513.0,Sovu,sovu,Sovu,13.8,35.6,37.0,13.6,100,30713,Ngororero,50.6,25.066666666666666,15540.778,4176.968
3.0,Western Province,36.0,Rusizi,3601.0,Bugarama,bugarama,Bugarama,41.8,20.2,26.1,11.9,100,36595,Rusizi,38.0,18.01666666666667,13906.1,4354.805
3.0,Western Province,36.0,Rusizi,3602.0,Butare,butare,Butare,17.8,32.6,34.5,15.1,100,21932,Rusizi,49.6,24.483333333333334,10878.271999999999,3311.732
3.0,Western Province,36.0,Rusizi,3603.0,Bweyeye,bweyeye,Bweyeye,25.3,28.3,33.6,12.8,100,14403,Rusizi,46.400000000000006,22.316666666666666,6682.992000000001,1843.5840000000003
3.0,Western Province,36.0,Rusizi,3604.0,Gashonga,gashonga,Gashonga,42.4,22.1,28.6,6.8,100,24755,Rusizi,35.4,16.616666666666664,8763.27,1683.34
3.0,Western Province,36.0,Rusizi,3605.0,Giheke,giheke,Giheke,43.5,25.6,26.3,4.7,100,18782,Rusizi,31.0,15.383333333333335,5822.42,882.7540000000001
3.0,Western Province,36.0,Rusizi,3606.0,Gihundwe,gihundwe,Gihundwe,65.2,17.3,13.9,3.5,100,35496,Rusizi,17.4,9.266666666666666,6176.303999999999,1242.36
3.0,Western Province,36.0,Rusizi,3607.0,Gikundamvura,gikundamvura,Gikundamvura,30.5,21.8,35.2,12.5,100,19285,Rusizi,47.7,21.61666666666667,9198.945,2410.625
3.0,Western Province,36.0,Rusizi,3608.0,Gitambi,gitambi,Gitambi,38.6,27.7,28.4,5.2,100,21772,Rusizi,33.6,16.683333333333334,7315.392000000001,1132.144
3.0,Western Province,36.0,Rusizi,3609.0,Kamembe,kamembe,Kamembe,74.5,14.6,9.0,1.8,100,30657,Rusizi,10.8,6.333333333333333,3310.956,551.826
3.0,Western Province,36.0,Rusizi,3610.0,Muganza,muganza,Muganza,29.8,21.4,34.8,14.0,100,36715,Gisagara,48.8,22.166666666666668,17916.92,5140.1
3.0,Western Province,36.0,Rusizi,3610.0,Muganza,muganza,Muganza,35.9,23.4,33.3,7.4,100,19277,Nyaruguru,40.699999999999996,18.7,7845.738999999999,1426.4980000000003
3.0,Western Province,36.0,Rusizi,3610.0,Muganza,muganza,Muganza,48.4,18.3,25.4,8.0,100,29446,Rusizi,33.4,15.516666666666666,9834.964,2355.68
3.0,Western Province,36.0,Rusizi,3611.0,Mururu,mururu,Mururu,48.3,22.9,22.7,6.0,100,26055,Rusizi,28.7,14.383333333333333,7477.785,1563.3
3.0,Western Province,36.0,Rusizi,3612.0,Nkanka,nkanka,Nkanka,36.0,28.1,30.1,5.8,100,16586,Rusizi,35.9,17.616666666666664,5954.374,961.988
3.0,Western Province,36.0,Rusizi,3613.0,Nkombo,nkombo,Nkombo,16.8,27.8,36.9,18.6,100,13627,Rusizi,55.5,26.233333333333334,7562.985,2534.6220000000003
3.0,Western Province,36.0,Rusizi,3614.0,Nkungu,nkungu,Nkungu,37.2,26.2,31.2,5.4,100,19797,Rusizi,36.6,17.466666666666665,7245.702000000001,1069.038
3.0,Western Province,36.0,Rusizi,3615.0,Nyakabuye,nyakabuye,Nyakabuye,38.7,24.4,29.5,7.3,100,29518,Rusizi,36.8,17.55,10862.624,2154.814
3.0,Western Province,36.0,Rusizi,3616.0,Nyakarenzo,nyakarenzo,Nyakarenzo,42.9,24.1,27.6,5.4,100,16482,Rusizi,33.0,15.916666666666666,5439.06,890.028
3.0,Western Province,36.0,Rusizi,3617.0,Nzahaha,nzahaha,Nzahaha,38.5,21.7,31.4,8.4,100,25703,Rusizi,39.8,18.283333333333335,10229.794,2159.052
3.0,Western Province,36.0,Rusizi,3618.0,Rwimbogo,rwimbogo,Rwimbogo,46.1,21.8,26.8,5.3,100,18710,Rusizi,32.1,15.216666666666667,6005.91,991.63
3.0,Western Province,36.0,Rusizi,3618.0,Rwimbogo,rwimbogo,Rwimbogo,30.8,29.7,30.1,9.4,100,47136,Gatsibo,39.5,19.683333333333334,18618.72,4430.784000000001
3.0,Western Province,37.0,Nyamasheke,3701.0,Bushekeri,bushekeri,Bushekeri,36.1,25.5,30.1,8.4,100,25151,Nyamasheke,38.5,18.483333333333334,9683.135,2112.684
3.0,Western Province,37.0,Nyamasheke,3702.0,Bushenge,bushenge,Bushenge,52.9,23.3,21.3,2.5,100,19441,Nyamasheke,23.8,12.233333333333334,4626.958,486.025
3.0,Western Province,37.0,Nyamasheke,3703.0,Cyato,cyato,Cyato,32.1,27.0,34.1,6.8,100,23640,Nyamasheke,40.9,19.266666666666666,9668.76,1607.52
3.0,Western Province,37.0,Nyamasheke,3704.0,Gihombo,gihombo,Gihombo,30.6,30.9,29.7,8.9,100,26995,Nyamasheke,38.6,19.5,10420.07,2402.555
3.0,Western Province,37.0,Nyamasheke,3705.0,Kagano,kagano,Kagano,40.8,24.7,27.9,6.6,100,35272,Nyamasheke,34.5,16.716666666666665,12168.84,2327.9519999999998
3.0,Western Province,37.0,Nyamasheke,3706.0,Kanjongo,kanjongo,Kanjongo,44.3,24.5,25.1,6.2,100,36335,Nyamasheke,31.3,15.550000000000002,11372.855,2252.77
3.0,Western Province,37.0,Nyamasheke,3707.0,Karambi,karambi,Karambi,41.7,27.7,27.1,3.5,100,26999,Nyamasheke,30.6,15.4,8261.694,944.965
3.0,Western Province,37.0,Nyamasheke,3708.0,Karengera,karengera,Karengera,42.8,26.1,27.1,4.0,100,27842,Nyamasheke,31.1,15.383333333333335,8658.862000000001,1113.68
3.0,Western Province,37.0,Nyamasheke,3709.0,Kirimbi,kirimbi,Kirimbi,36.6,29.3,29.2,4.8,100,22628,Nyamasheke,34.0,17.016666666666666,7693.52,1086.144
3.0,Western Province,37.0,Nyamasheke,3710.0,Macuba,macuba,Macuba,42.6,28.6,23.9,4.9,100,29370,Nyamasheke,28.799999999999997,15.183333333333332,8458.56,1439.13
3.0,Western Province,37.0,Nyamasheke,3711.0,Mahembe,mahembe,Mahembe,38.0,28.2,28.6,5.2,100,18893,Nyamasheke,33.800000000000004,16.833333333333336,6385.834,982.436
3.0,Western Province,37.0,Nyamasheke,3712.0,Nyabitekeri,nyabitekeri,Nyabitekeri,43.5,27.1,25.3,4.1,100,24855,Nyamasheke,29.4,15.0,7307.37,1019.0549999999998
3.0,Western Province,37.0,Nyamasheke,3713.0,Rangiro,rangiro,Rangiro,39.6,29.0,27.2,4.2,100,15863,Nyamasheke,31.4,16.0,4980.982,666.2460000000001
3.0,Western Province,37.0,Nyamasheke,3714.0,Ruharambuga,ruharambuga,Ruharambuga,49.2,25.4,21.9,3.5,100,24076,Nyamasheke,25.4,13.283333333333331,6115.304,842.66
3.0,Western Province,37.0,Nyamasheke,3715.0,Shangi,shangi,Shangi,47.2,23.4,24.4,5.1,100,23424,Nyamasheke,29.5,14.583333333333334,6910.08,1194.624
4.0,Northern Province,41.0,Rulindo,4101.0,Base,base,Base,48.5,27.1,22.3,2.2,100,20937,Rulindo,24.5,13.050000000000002,5129.565,460.61400000000003
4.0,Northern Province,41.0,Rulindo,4102.0,Burega,burega,Burega,44.4,24.4,26.2,5.0,100,14883,Rulindo,31.2,15.300000000000002,4643.496,744.15
4.0,Northern Province,41.0,Rulindo,4103.0,Bushoki,bushoki,Bushoki,58.9,23.7,16.0,1.3,100,23720,Rulindo,17.3,9.933333333333332,4103.56,308.36
4.0,Northern Province,41.0,Rulindo,4104.0,Buyoga,buyoga,Buyoga,43.5,27.9,24.8,3.8,100,25351,Rulindo,28.6,14.816666666666668,7250.386000000001,963.3379999999999
4.0,Northern Province,41.0,Rulindo,4105.0,Cyinzuzi,cyinzuzi,Cyinzuzi,39.6,27.0,29.0,4.4,100,15990,Rulindo,33.4,16.366666666666667,5340.66,703.56
4.0,Northern Province,41.0,Rulindo,4106.0,Cyungo,cyungo,Cyungo,38.7,27.4,29.2,4.7,100,15167,Rulindo,33.9,16.650000000000002,5141.613,712.849
4.0,Northern Province,41.0,Rulindo,4107.0,Kinihira,kinihira,Kinihira,32.7,31.4,28.4,7.5,100,27966,Ruhango,35.9,18.45,10039.794,2097.45
4.0,Northern Province,41.0,Rulindo,4107.0,Kinihira,kinihira,Kinihira,44.4,29.9,23.2,2.5,100,17434,Rulindo,25.7,13.966666666666667,4480.538,435.85
4.0,Northern Province,41.0,Rulindo,4108.0,Kisaro,kisaro,Kisaro,36.1,31.2,28.1,4.5,100,23376,Rulindo,32.6,16.816666666666666,7620.576,1051.92
4.0,Northern Province,41.0,Rulindo,4109.0,Masoro,masoro,Masoro,50.4,22.0,22.5,5.2,100,27678,Rulindo,27.7,13.766666666666666,7666.806,1439.256
4.0,Northern Province,41.0,Rulindo,4110.0,Mbogo,mbogo,Mbogo,51.1,26.5,20.4,2.0,100,19465,Rulindo,22.4,12.216666666666667,4360.16,389.3
4.0,Northern Province,41.0,Rulindo,4111.0,Murambi,murambi,Murambi,33.4,33.5,27.6,5.5,100,23012,Karongi,33.1,17.533333333333335,7616.972000000001,1265.66
4.0,Northern Province,41.0,Rulindo,4111.0,Murambi,murambi,Murambi,53.5,21.8,20.1,4.6,100,27315,Rulindo,24.700000000000003,12.633333333333333,6746.805000000001,1256.4899999999998
