Dist_ID,District,Name,Prov_ID,Province,Sect_ID,NO2_max,NO2_mean,NO2_min,year,month,date,CO_mean,CO_min,CO_max,SO2_mean,SO2_min,SO2_max,O3_mean,O3_min,O3_max
32,Rutsiro,Nyabirasi,3,Western Province,3211,3.841556000518355e-05,3.56699562487787e-05,3.2924581796298826e-05,2023,1,2023-01,0.027462078618725072,0.025644056768145348,0.030252797149806044,6.47473261783501e-05,-0.00013109042950391366,0.0002542244328651857,0.11809638738880557,0.11753704862448731,0.11857252450056983
32,Rutsiro,Ruhango,3,Western Province,3212,3.664218256539741e-05,3.444250120952666e-05,3.219670702302331e-05,2023,1,2023-01,0.02759786985454593,0.026387667392040366,0.029510003331941762,-4.1381751722430975e-05,-0.00019446843361954332,0.00015452720481242644,0.11816355588289605,0.11792297865428318,0.11841355351091885
32,Rutsiro,Rusebeya,3,Western Province,3213,3.974293517330992e-05,3.732127046417441e-05,3.5283192103685384e-05,2023,1,2023-01,0.027516949080028556,0.02629830913196794,0.028762165298618986,8.828886841889706e-05,-0.00016593838744536645,0.00042774604726161406,0.1179687090752646,0.11755048247835409,0.1184909557753004
33,Rubavu,Bugeshi,3,Western Province,3301,3.446536237609523e-05,3.177696366430311e-05,2.8726412017897507e-05,2023,1,2023-01,0.02605782390206303,0.023764170271421126,0.028369027205151907,-0.00012730920543576718,-0.00012991848602093096,-2.261266374462789e-05,0.11766383236403423,0.11751080260026893,0.1180305676420792
33,Rubavu,Busasamana,3,Western Province,3302,3.466184964629917e-05,3.197245714325747e-05,2.8726412017897507e-05,2023,1,2023-01,0.028787956218365034,0.026935706689388533,0.031227414595061453,0.0002057053829580801,-0.00010360579472036633,0.0006957065556708027,0.1179362221604952,0.11763401349350071,0.11812317962436981
33,Rubavu,Cyanzarwe,3,Western Province,3303,3.4507700685896674e-05,3.1611156817084674e-05,2.9184641585770077e-05,2023,1,2023-01,0.02990740107833339,0.027242310252804415,0.03241413397973716,7.931884862422474e-05,-5.036970765332251e-05,0.0002473126806819826,0.11801468417746683,0.11785908976521293,0.11835727802140075
33,Rubavu,Gisenyi,3,Western Province,3304,3.7710775510667805e-05,3.628007286978239e-05,3.381462797778835e-05,2023,1,2023-01,0.03376215643710452,0.03300195371427257,0.03435279882130748,7.257170766868172e-05,4.27090040237501e-06,0.00014899861370303998,0.11807791101038982,0.11798195860245178,0.11817632029336696
33,Rubavu,Kanama,3,Western Province,3305,3.927046674299374e-05,3.5897197823115824e-05,3.299659618134823e-05,2023,1,2023-01,0.027472361934792522,0.02584119781793037,0.030646184767003842,-4.18152813041128e-05,-0.0001410323166055013,0.00019298302160879237,0.11752392570835854,0.11733085272892683,0.11798538471979654
33,Rubavu,Kanzenze,3,Western Province,3306,3.903008660090465e-05,3.550000490004697e-05,3.3224811652056735e-05,2023,1,2023-01,0.026935927364301192,0.026454781236374923,0.027588773456977512,-3.9810667714597446e-05,-6.659513105867563e-05,2.5999382498979904e-05,0.11780826633962267,0.117505724896325,0.11798479533449639
33,Rubavu,Mudende,3,Western Province,3307,3.607305793365654e-05,3.174459282939127e-05,2.8533851995020205e-05,2023,1,2023-01,0.027230710137198497,0.026267921123727785,0.028369027205151907,-9.071578605032261e-05,-0.00013787174635157757,-2.903479167122778e-06,0.11774356398189768,0.11757344053259852,0.11792243737849972
