Prov_ID,Province,Dist_ID,District,Sect_ID,Name,join_key,sector,non_poor,vulnerable,moderately_poor,severely_poor,total,count,district,poverty_rate,poverty_index,affluence_index,poor_population,severely_poor_population,non_poor_population
2.0,Southern Province,25.0,Nyamagabe,2516.0,Tare,tare,Tare,33.1,29.5,29.2,8.2,100,24364,Nyamagabe,37.4,21.249999999999996,31.900000000000002,9112.136,1997.848,8064.484
2.0,Southern Province,25.0,Nyamagabe,2517.0,Uwinkingi,uwinkingi,Uwinkingi,27.5,30.7,33.7,8.1,100,25171,Nyamagabe,41.800000000000004,22.240000000000002,28.566666666666666,10521.478000000001,2038.8509999999997,6922.025
2.0,Southern Province,26.0,Ruhango,2601.0,Bweramana,bweramana,Bweramana,41.2,25.7,25.7,7.4,100,33764,Ruhango,33.1,19.93,36.03333333333334,11175.884000000002,2498.536,13910.768
2.0,Southern Province,26.0,Ruhango,2602.0,Byimana,byimana,Byimana,51.8,23.9,20.2,4.2,100,42413,Ruhango,24.4,17.7,42.5,10348.771999999999,1781.346,21969.933999999997
2.0,Southern Province,26.0,Ruhango,2603.0,Kabagali,kabagali,Kabagali,34.1,27.9,30.5,7.5,100,27203,Ruhango,38.0,21.14,32.03333333333333,10337.14,2040.225,9276.223
2.0,Southern Province,26.0,Ruhango,2604.0,Kinazi,kinazi,Kinazi,38.5,23.3,28.9,9.2,100,34192,Huye,38.099999999999994,20.86,33.43333333333333,13027.151999999996,3145.6639999999998,13163.92
2.0,Southern Province,26.0,Ruhango,2604.0,Kinazi,kinazi,Kinazi,31.7,23.8,31.2,13.4,100,52274,Ruhango,44.6,22.65,29.066666666666666,23314.203999999998,7004.715999999999,16570.858
2.0,Southern Province,26.0,Ruhango,2605.0,Kinihira,kinihira,Kinihira,32.7,31.4,28.4,7.5,100,27966,Ruhango,35.9,21.07,32.26666666666667,10039.794,2097.45,9144.882000000001
2.0,Southern Province,26.0,Ruhango,2605.0,Kinihira,kinihira,Kinihira,44.4,29.9,23.2,2.5,100,17434,Rulindo,25.7,18.38,39.56666666666666,4480.538,435.85,7740.696
2.0,Southern Province,26.0,Ruhango,2606.0,Mbuye,mbuye,Mbuye,31.6,25.0,31.0,12.4,100,47148,Ruhango,43.4,22.419999999999998,29.400000000000002,20462.232,5846.352000000001,14898.768
2.0,Southern Province,26.0,Ruhango,2607.0,Mwendo,mwendo,Mwendo,40.8,27.1,27.5,4.6,100,26967,Ruhango,32.1,19.590000000000003,36.23333333333333,8656.407000000001,1240.482,11002.535999999998
2.0,Southern Province,26.0,Ruhango,2608.0,Ntongwe,ntongwe,Ntongwe,28.8,25.6,33.0,12.6,100,38339,Ruhango,45.6,22.940000000000005,27.733333333333334,17482.584000000003,4830.714,11041.632
2.0,Southern Province,26.0,Ruhango,2609.0,Ruhango,ruhango,Ruhango,47.6,22.8,23.0,6.7,100,81828,Ruhango,29.7,18.9,39.333333333333336,24302.916,5482.476,38950.128000000004
2.0,Southern Province,26.0,Ruhango,2609.0,Ruhango,ruhango,Ruhango,28.4,31.4,29.8,10.4,100,28330,Rutsiro,40.2,22.220000000000002,29.399999999999995,11388.66,2946.32,8045.72
2.0,Southern Province,27.0,Muhanga,2701.0,Cyeza,cyeza,Cyeza,51.3,23.5,22.3,2.9,100,35812,Muhanga,25.2,17.68,42.03333333333333,9024.624,1038.548,18371.555999999997
2.0,Southern Province,27.0,Muhanga,2702.0,Kabacuzi,kabacuzi,Kabacuzi,43.3,26.8,26.6,3.4,100,30553,Muhanga,30.0,19.03,37.8,9165.9,1038.802,13229.448999999999
2.0,Southern Province,27.0,Muhanga,2703.0,Kibangu,kibangu,Kibangu,41.0,26.1,28.5,4.4,100,21089,Muhanga,32.9,19.630000000000003,36.03333333333333,6938.281,927.916,8646.49
2.0,Southern Province,27.0,Muhanga,2704.0,Kiyumba,kiyumba,Kiyumba,42.9,30.5,24.3,2.3,100,26827,Muhanga,26.6,18.6,38.766666666666666,7135.982000000001,617.021,11508.783000000001
2.0,Southern Province,27.0,Muhanga,2705.0,Muhanga,muhanga,Muhanga,49.2,25.0,22.9,2.9,100,29642,Muhanga,25.799999999999997,17.95,41.13333333333333,7647.635999999999,859.618,14583.864000000001
2.0,Southern Province,27.0,Muhanga,2706.0,Mushishiro,mushishiro,Mushishiro,45.1,26.0,25.5,3.4,100,21852,Muhanga,28.9,18.72,38.733333333333334,6315.227999999999,742.9680000000001,9855.252
2.0,Southern Province,27.0,Muhanga,2707.0,Nyabinoni,nyabinoni,Nyabinoni,25.7,32.0,35.6,6.7,100,17322,Muhanga,42.300000000000004,22.330000000000002,27.8,7327.206000000001,1160.574,4451.754
2.0,Southern Province,27.0,Muhanga,2708.0,Nyamabuye,nyamabuye,Nyamabuye,79.2,11.3,7.9,1.6,100,65673,Muhanga,9.5,13.190000000000001,56.56666666666667,6238.935,1050.768,52013.016
2.0,Southern Province,27.0,Muhanga,2709.0,Nyarusange,nyarusange,Nyarusange,37.1,28.4,28.3,6.2,100,28838,Muhanga,34.5,20.36,34.199999999999996,9949.11,1787.9560000000001,10698.898000000001
2.0,Southern Province,27.0,Muhanga,2710.0,Rongi,rongi,Rongi,30.5,31.1,32.5,6.0,100,32037,Muhanga,38.5,21.419999999999998,30.7,12334.245,1922.22,9771.285
2.0,Southern Province,27.0,Muhanga,2711.0,Rugendabari,rugendabari,Rugendabari,39.4,28.0,29.5,3.1,100,19081,Muhanga,32.6,19.630000000000003,35.6,6220.406,591.511,7517.914000000001
2.0,Southern Province,27.0,Muhanga,2712.0,Shyogwe,shyogwe,Shyogwe,61.4,17.2,17.2,4.2,100,44109,Muhanga,21.4,16.419999999999998,46.666666666666664,9439.326,1852.5780000000002,27082.926
2.0,Southern Province,28.0,Kamonyi,2801.0,Gacurabwenge,gacurabwenge,Gacurabwenge,56.9,22.0,17.8,3.4,100,38135,Kamonyi,21.2,16.79,45.26666666666667,8084.62,1296.59,21698.815
2.0,Southern Province,28.0,Kamonyi,2802.0,Karama,karama,Karama,38.5,30.3,26.1,5.2,100,17802,Huye,31.3,19.82,35.766666666666666,5572.026,925.7040000000001,6853.77
2.0,Southern Province,28.0,Kamonyi,2802.0,Karama,karama,Karama,50.3,25.5,21.6,2.7,100,21261,Kamonyi,24.3,17.69,42.03333333333333,5166.423,574.047,10694.283000000001
2.0,Southern Province,28.0,Kamonyi,2802.0,Karama,karama,Karama,34.2,26.6,31.1,8.1,100,33037,Nyagatare,39.2,21.310000000000002,31.666666666666668,12950.504,2675.9970000000003,11298.654000000002
2.0,Southern Province,28.0,Kamonyi,2803.0,Kayenzi,kayenzi,Kayenzi,49.6,25.1,22.3,3.0,100,26339,Kamonyi,25.3,17.87,41.43333333333334,6663.767000000001,790.17,13064.144000000002
2.0,Southern Province,28.0,Kamonyi,2804.0,Kayumbu,kayumbu,Kayumbu,46.1,25.9,24.9,3.1,100,18290,Kamonyi,28.0,18.499999999999996,39.36666666666667,5121.2,566.99,8431.69
2.0,Southern Province,28.0,Kamonyi,2805.0,Mugina,mugina,Mugina,33.5,27.4,30.2,9.0,100,47020,Kamonyi,39.2,21.49,31.46666666666667,18431.840000000004,4231.8,15751.7
2.0,Southern Province,28.0,Kamonyi,2806.0,Musambira,musambira,Musambira,46.1,27.6,22.0,4.3,100,43589,Kamonyi,26.3,18.45,39.93333333333334,11463.907,1874.3269999999998,20094.529000000002
2.0,Southern Province,28.0,Kamonyi,2807.0,Ngamba,ngamba,Ngamba,41.4,29.2,25.9,3.4,100,17158,Kamonyi,29.299999999999997,19.11,37.333333333333336,5027.294,583.372,7103.411999999999
2.0,Southern Province,28.0,Kamonyi,2808.0,Nyamiyaga,nyamiyaga,Nyamiyaga,34.8,29.2,28.2,7.8,100,46360,Kamonyi,36.0,20.9,32.93333333333333,16689.6,3616.08,16133.279999999997
2.0,Southern Province,28.0,Kamonyi,2808.0,Nyamiyaga,nyamiyaga,Nyamiyaga,35.0,25.5,32.4,7.1,100,20217,Gicumbi,39.5,21.16,31.833333333333332,7985.715,1435.407,7075.95
2.0,Southern Province,28.0,Kamonyi,2809.0,Nyarubaka,nyarubaka,Nyarubaka,42.1,27.1,26.3,4.6,100,29438,Kamonyi,30.9,19.36,37.1,9096.341999999999,1354.148,12393.398000000001
2.0,Southern Province,28.0,Kamonyi,2810.0,Rugarika,rugarika,Rugarika,51.6,22.3,20.6,5.4,100,62366,Kamonyi,26.0,17.96,41.833333333333336,16215.16,3367.764,32180.856
2.0,Southern Province,28.0,Kamonyi,2811.0,Rukoma,rukoma,Rukoma,48.7,25.7,21.9,3.8,100,40850,Kamonyi,25.7,18.1,41.03333333333334,10498.45,1552.3,19893.95
2.0,Southern Province,28.0,Kamonyi,2812.0,Runda,runda,Runda,69.4,15.2,11.9,3.5,100,74546,Kamonyi,15.4,14.95,51.333333333333336,11480.084,2609.11,51734.924000000006
3.0,Western Province,31.0,Karongi,3101.0,Bwishyura,bwishyura,Bwishyura,51.6,21.6,20.4,6.4,100,41162,Karongi,26.799999999999997,18.16,41.6,11031.416,2634.368,21239.592
3.0,Western Province,31.0,Karongi,3102.0,Gashari,gashari,Gashari,36.5,32.1,27.3,4.0,100,20985,Karongi,31.3,19.860000000000003,35.03333333333333,6568.305,839.4,7659.525
3.0,Western Province,31.0,Karongi,3103.0,Gishyita,gishyita,Gishyita,45.3,24.6,25.8,4.3,100,23716,Karongi,30.1,18.910000000000004,38.4,7138.516,1019.788,10743.348
3.0,Western Province,31.0,Karongi,3104.0,Gitesi,gitesi,Gitesi,29.6,31.1,31.4,7.9,100,27199,Karongi,39.3,21.759999999999998,30.100000000000005,10689.207,2148.721,8050.904
3.0,Western Province,31.0,Karongi,3105.0,Mubuga,mubuga,Mubuga,38.1,24.7,30.4,6.9,100,23284,Karongi,37.3,20.63,33.63333333333333,8684.931999999999,1606.596,8871.204
3.0,Western Province,31.0,Karongi,3106.0,Murambi,murambi,Murambi,33.4,33.5,27.6,5.5,100,23012,Karongi,33.1,20.520000000000003,33.43333333333333,7616.972000000001,1265.66,7686.007999999999
3.0,Western Province,31.0,Karongi,3106.0,Murambi,murambi,Murambi,53.5,21.8,20.1,4.6,100,27315,Rulindo,24.700000000000003,17.580000000000002,42.93333333333334,6746.805000000001,1256.4899999999998,14613.525
3.0,Western Province,31.0,Karongi,3106.0,Murambi,murambi,Murambi,34.5,28.0,29.5,8.0,100,36887,Gatsibo,37.5,21.1,32.333333333333336,13832.625,2950.96,12726.015
3.0,Western Province,31.0,Karongi,3107.0,Murundi,murundi,Murundi,20.9,34.4,34.7,10.0,100,28174,Karongi,44.7,23.380000000000003,25.399999999999995,12593.778,2817.4,5888.366
3.0,Western Province,31.0,Karongi,3107.0,Murundi,murundi,Murundi,29.2,25.7,32.5,12.6,100,56261,Kayonza,45.1,22.85,28.03333333333333,25373.711,7088.8859999999995,16428.212
3.0,Western Province,31.0,Karongi,3108.0,Mutuntu,mutuntu,Mutuntu,21.3,39.2,31.3,8.2,100,24032,Karongi,39.5,22.640000000000004,27.26666666666667,9492.64,1970.624,5118.816000000001
3.0,Western Province,31.0,Karongi,3109.0,Rubengera,rubengera,Rubengera,50.6,23.6,21.1,4.7,100,41382,Karongi,25.8,17.990000000000002,41.6,10676.556,1944.954,20939.292
3.0,Western Province,31.0,Karongi,3110.0,Rugabano,rugabano,Rugabano,33.5,27.8,31.9,6.8,100,33129,Karongi,38.699999999999996,21.2,31.599999999999998,12820.922999999999,2252.772,11098.215
3.0,Western Province,31.0,Karongi,3111.0,Ruganda,ruganda,Ruganda,28.6,39.0,28.7,3.7,100,18821,Karongi,32.4,20.749999999999996,32.06666666666667,6098.004,696.377,5382.806
3.0,Western Province,31.0,Karongi,3112.0,Rwankuba,rwankuba,Rwankuba,39.9,23.5,29.9,6.7,100,33584,Karongi,36.6,20.34,34.43333333333333,12291.744,2250.128,13400.015999999998
3.0,Western Province,31.0,Karongi,3113.0,Twumba,twumba,Twumba,31.1,32.5,30.2,6.2,100,27171,Karongi,36.4,21.15,31.566666666666666,9890.243999999999,1684.602,8450.181
3.0,Western Province,32.0,Rutsiro,3201.0,Boneza,boneza,Boneza,40.8,32.3,22.6,4.3,100,23492,Rutsiro,26.900000000000002,19.040000000000003,37.96666666666666,6319.348000000001,1010.156,9584.735999999999
3.0,Western Province,32.0,Rutsiro,3202.0,Gihango,gihango,Gihango,42.1,30.5,23.5,3.9,100,26723,Rutsiro,27.4,18.919999999999998,38.233333333333334,7322.102,1042.197,11250.383
3.0,Western Province,32.0,Rutsiro,3203.0,Kigeyo,kigeyo,Kigeyo,34.5,26.1,32.2,7.1,100,23356,Rutsiro,39.300000000000004,21.169999999999998,31.7,9178.908000000001,1658.276,8057.82
3.0,Western Province,32.0,Rutsiro,3204.0,Kivumu,kivumu,Kivumu,38.5,21.2,31.4,8.9,100,32601,Rutsiro,40.3,21.07,32.733333333333334,13138.202999999998,2901.489,12551.385
3.0,Western Province,32.0,Rutsiro,3205.0,Manihira,manihira,Manihira,26.4,33.5,31.9,8.2,100,18806,Rutsiro,40.099999999999994,22.19,28.766666666666666,7541.205999999998,1542.0919999999999,4964.784
3.0,Western Province,32.0,Rutsiro,3206.0,Mukura,mukura,Mukura,46.0,18.2,26.6,9.2,100,27958,Huye,35.8,19.9,36.733333333333334,10008.964,2572.136,12860.68
3.0,Western Province,32.0,Rutsiro,3206.0,Mukura,mukura,Mukura,21.1,32.9,34.0,12.1,100,36563,Rutsiro,46.1,23.729999999999997,25.03333333333333,16855.543,4424.123,7714.793000000001
3.0,Western Province,32.0,Rutsiro,3207.0,Murunda,murunda,Murunda,28.3,29.9,27.4,14.4,100,21884,Rutsiro,41.8,22.79,28.833333333333332,9147.511999999999,3151.2960000000003,6193.1720000000005
3.0,Western Province,32.0,Rutsiro,3208.0,Musasa,musasa,Musasa,35.8,29.0,29.5,5.8,100,25523,Rutsiro,35.3,20.55,33.53333333333333,9009.618999999999,1480.3339999999998,9137.233999999999
3.0,Western Province,32.0,Rutsiro,3209.0,Mushonyi,mushonyi,Mushonyi,37.8,27.3,29.9,5.0,100,23696,Rutsiro,34.9,20.209999999999997,34.3,8269.904,1184.8,8957.088
3.0,Western Province,32.0,Rutsiro,3210.0,Mushubati,mushubati,Mushubati,38.2,28.4,27.0,6.4,100,30485,Rutsiro,33.4,20.159999999999997,34.93333333333334,10181.99,1951.04,11645.27
3.0,Western Province,32.0,Rutsiro,3211.0,Nyabirasi,nyabirasi,Nyabirasi,23.9,22.8,35.2,18.2,100,29698,Rutsiro,53.400000000000006,24.79,23.53333333333333,15858.732000000002,5405.036,7097.821999999999
3.0,Western Province,32.0,Rutsiro,3212.0,Ruhango,ruhango,Ruhango,47.6,22.8,23.0,6.7,100,81828,Ruhango,29.7,18.9,39.333333333333336,24302.916,5482.476,38950.128000000004
3.0,Western Province,32.0,Rutsiro,3212.0,Ruhango,ruhango,Ruhango,28.4,31.4,29.8,10.4,100,28330,Rutsiro,40.2,22.220000000000002,29.399999999999995,11388.66,2946.32,8045.72
3.0,Western Province,32.0,Rutsiro,3213.0,Rusebeya,rusebeya,Rusebeya,16.3,32.1,36.5,15.0,100,25931,Rutsiro,51.5,25.0,21.566666666666666,13354.465,3889.65,4226.753000000001
3.0,Western Province,33.0,Rubavu,3301.0,Bugeshi,bugeshi,Bugeshi,33.6,24.0,31.0,11.4,100,31401,Rubavu,42.4,22.02,30.400000000000002,13314.024,3579.7140000000004,10550.736
3.0,Western Province,33.0,Rubavu,3302.0,Busasamana,busasamana,Busasamana,59.0,18.5,17.3,5.1,100,54321,Nyanza,22.4,16.830000000000002,45.5,12167.903999999999,2770.3709999999996,32049.39
3.0,Western Province,33.0,Rubavu,3302.0,Busasamana,busasamana,Busasamana,27.5,19.5,35.2,17.8,100,36619,Rubavu,53.0,24.330000000000002,24.833333333333332,19408.07,6518.182000000001,10070.225
3.0,Western Province,33.0,Rubavu,3303.0,Cyanzarwe,cyanzarwe,Cyanzarwe,29.4,18.0,34.5,18.2,100,34008,Rubavu,52.7,24.17,25.599999999999998,17922.216,6189.456,9998.351999999999
3.0,Western Province,33.0,Rubavu,3304.0,Gisenyi,gisenyi,Gisenyi,88.9,7.5,2.9,0.7,100,52898,Rubavu,3.5999999999999996,11.540000000000001,61.76666666666667,1904.328,370.286,47026.322
3.0,Western Province,33.0,Rubavu,3305.0,Kanama,kanama,Kanama,37.2,17.8,27.6,17.4,100,33972,Rubavu,45.0,22.52,30.733333333333334,15287.4,5911.128,12637.584
3.0,Western Province,33.0,Rubavu,3306.0,Kanzenze,kanzenze,Kanzenze,43.1,20.8,24.5,11.5,100,21189,Rubavu,36.0,20.419999999999998,35.666666666666664,7628.04,2436.735,9132.459
3.0,Western Province,33.0,Rubavu,3307.0,Mudende,mudende,Mudende,27.8,24.0,34.3,13.8,100,29830,Rubavu,48.099999999999994,23.39,26.53333333333333,14348.229999999998,4116.54,8292.74
3.0,Western Province,33.0,Rubavu,3308.0,Nyakiriba,nyakiriba,Nyakiriba,56.9,16.0,18.1,9.0,100,38087,Rubavu,27.1,17.92,43.26666666666667,10321.577000000001,3427.83,21671.502999999997
3.0,Western Province,33.0,Rubavu,3309.0,Nyamyumba,nyamyumba,Nyamyumba,45.6,18.2,25.1,11.0,100,43553,Rubavu,36.1,20.130000000000003,36.46666666666667,15722.633,4790.83,19860.168
3.0,Western Province,33.0,Rubavu,3310.0,Nyundo,nyundo,Nyundo,37.9,24.3,26.4,11.4,100,37859,Rubavu,37.8,21.13,33.36666666666667,14310.702,4315.926,14348.560999999998
3.0,Western Province,33.0,Rubavu,3311.0,Rubavu,rubavu,Rubavu,59.5,16.6,15.8,8.1,100,73918,Rubavu,23.9,17.25,45.199999999999996,17666.402,5987.357999999999,43981.21
3.0,Western Province,33.0,Rubavu,3312.0,Rugerero,rugerero,Rugerero,57.9,17.6,17.4,7.2,100,62814,Rubavu,24.599999999999998,17.41,44.46666666666667,15452.243999999999,4522.608,36369.306000000004
3.0,Western Province,34.0,Nyabihu,3401.0,Bigogwe,bigogwe,Bigogwe,48.1,21.9,21.6,8.4,100,31177,Nyabihu,30.0,19.029999999999998,39.36666666666667,9353.1,2618.8680000000004,14996.136999999999
3.0,Western Province,34.0,Nyabihu,3402.0,Jenda,jenda,Jenda,41.7,26.4,24.2,7.6,100,41394,Nyabihu,31.799999999999997,19.75,36.6,13163.292,3145.9439999999995,17261.298
3.0,Western Province,34.0,Nyabihu,3403.0,Jomba,jomba,Jomba,25.1,36.7,32.4,5.8,100,21057,Nyabihu,38.199999999999996,21.89,28.96666666666667,8043.773999999999,1221.3059999999998,5285.307000000001
3.0,Western Province,34.0,Nyabihu,3404.0,Kabatwa,kabatwa,Kabatwa,49.5,24.4,21.8,4.3,100,20177,Nyabihu,26.1,18.09,41.13333333333333,5266.197000000001,867.6109999999999,9987.615
3.0,Western Province,34.0,Nyabihu,3405.0,Karago,karago,Karago,25.0,33.9,33.1,8.0,100,25139,Nyabihu,41.1,22.410000000000004,27.96666666666667,10332.129,2011.12,6284.75
3.0,Western Province,34.0,Nyabihu,3406.0,Kintobo,kintobo,Kintobo,25.2,39.1,30.4,5.3,100,14683,Nyabihu,35.699999999999996,21.58,29.833333333333332,5241.830999999999,778.199,3700.116
3.0,Western Province,34.0,Nyabihu,3407.0,Mukamira,mukamira,Mukamira,49.6,25.9,20.4,4.1,100,31777,Nyabihu,24.5,17.9,41.699999999999996,7785.365,1302.8569999999997,15761.392
3.0,Western Province,34.0,Nyabihu,3408.0,Muringa,muringa,Muringa,20.5,29.5,37.9,12.1,100,21365,Nyabihu,50.0,24.16,23.5,10682.5,2585.165,4379.825
3.0,Western Province,34.0,Nyabihu,3409.0,Rambura,rambura,Rambura,29.9,31.1,31.9,7.2,100,27806,Nyabihu,39.1,21.66,30.3,10872.146,2002.0320000000002,8313.993999999999
3.0,Western Province,34.0,Nyabihu,3410.0,Rugera,rugera,Rugera,34.0,31.1,30.1,4.7,100,25479,Nyabihu,34.800000000000004,20.53,33.03333333333333,8866.692000000001,1197.513,8662.86
3.0,Western Province,34.0,Nyabihu,3411.0,Rurembo,rurembo,Rurembo,24.7,32.9,36.2,6.2,100,23260,Nyabihu,42.400000000000006,22.389999999999997,27.433333333333334,9862.240000000002,1442.12,5745.22
3.0,Western Province,34.0,Nyabihu,3412.0,Shyira,shyira,Shyira,36.0,31.9,27.7,4.5,100,22144,Nyabihu,32.2,20.089999999999996,34.63333333333333,7130.368,996.48,7971.84
3.0,Western Province,35.0,Ngororero,3501.0,Bwira,bwira,Bwira,30.9,31.9,32.6,4.6,100,20477,Ngororero,37.2,21.09,31.23333333333333,7617.444,941.942,6327.392999999999
3.0,Western Province,35.0,Ngororero,3502.0,Gatumba,gatumba,Gatumba,42.3,29.0,25.7,3.0,100,26279,Ngororero,28.7,18.939999999999998,37.86666666666667,7542.072999999999,788.37,11116.017
3.0,Western Province,35.0,Ngororero,3503.0,Hindiro,hindiro,Hindiro,33.8,31.9,29.2,5.1,100,25911,Ngororero,34.3,20.560000000000002,33.166666666666664,8887.473,1321.4609999999998,8757.918
3.0,Western Province,35.0,Ngororero,3504.0,Kabaya,kabaya,Kabaya,37.2,31.9,26.6,4.3,100,34944,Ngororero,30.900000000000002,19.8,35.43333333333334,10797.696000000002,1502.5919999999999,12999.168
3.0,Iburengerazuba,35.0,Ngororero,3505.0,Kageyo,kageyo,Kageyo,35.0,31.4,28.9,4.7,100,26231,Ngororero,33.6,20.33,33.800000000000004,8813.616000000002,1232.8570000000002,9180.85
3.0,Iburengerazuba,35.0,Ngororero,3505.0,Kageyo,kageyo,Kageyo,39.9,28.4,27.4,4.3,100,19969,Gicumbi,31.7,19.61,36.06666666666666,6330.172999999999,858.6669999999999,7967.630999999999
3.0,Iburengerazuba,35.0,Ngororero,3505.0,Kageyo,kageyo,Kageyo,31.2,26.4,32.0,10.5,100,25167,Gatsibo,42.5,22.2,29.599999999999998,10695.975,2642.535,7852.104
3.0,Western Province,35.0,Ngororero,3506.0,Kavumu,kavumu,Kavumu,21.4,32.8,34.1,11.8,100,32141,Ngororero,45.900000000000006,23.65,25.2,14752.719000000001,3792.6380000000004,6878.173999999999
3.0,Western Province,35.0,Ngororero,3507.0,Matyazo,matyazo,Matyazo,22.0,35.9,34.3,7.9,100,27471,Ngororero,42.199999999999996,22.830000000000002,26.633333333333336,11592.761999999999,2170.2090000000003,6043.62
3.0,Western Province,35.0,Ngororero,3508.0,Muhanda,muhanda,Muhanda,14.5,23.5,40.5,21.5,100,30793,Ngororero,62.0,26.9,17.5,19091.66,6620.495,4464.985
3.0,Western Province,35.0,Ngororero,3509.0,Muhororo,muhororo,Muhororo,40.7,29.2,26.9,3.2,100,23020,Ngororero,30.099999999999998,19.259999999999998,36.86666666666667,6929.02,736.64,9369.140000000001
3.0,Western Province,35.0,Ngororero,3510.0,Ndaro,ndaro,Ndaro,29.0,32.0,33.8,5.3,100,25395,Ngororero,39.099999999999994,21.56,30.0,9929.445,1345.935,7364.55
3.0,Iburengerazuba,35.0,Ngororero,3511.0,Ngororero,ngororero,Ngororero,40.3,29.4,26.4,3.9,100,41062,Ngororero,30.299999999999997,19.389999999999997,36.666666666666664,12441.785999999998,1601.418,16547.985999999997
3.0,Western Province,35.0,Ngororero,3512.0,Nyange,nyange,Nyange,32.3,34.1,28.8,4.8,100,25927,Ngororero,33.6,20.610000000000003,32.9,8711.472000000002,1244.4959999999999,8374.421
3.0,Western Province,35.0,Ngororero,3512.0,Nyange,nyange,Nyange,40.0,25.2,28.6,6.2,100,32685,Musanze,34.800000000000004,20.1,35.06666666666667,11374.380000000003,2026.47,13074.0
3.0,Western Province,35.0,Ngororero,3513.0,Sovu,sovu,Sovu,13.8,35.6,37.0,13.6,100,30713,Ngororero,50.6,25.040000000000003,21.066666666666666,15540.778,4176.968,4238.394
3.0,Western Province,36.0,Rusizi,3601.0,Bugarama,bugarama,Bugarama,41.8,20.2,26.1,11.9,100,36595,Rusizi,38.0,20.810000000000002,34.6,13906.1,4354.805,15296.71
3.0,Western Province,36.0,Rusizi,3602.0,Butare,butare,Butare,17.8,32.6,34.5,15.1,100,21932,Rusizi,49.6,24.690000000000005,22.733333333333334,10878.271999999999,3311.732,3903.896
3.0,Western Province,36.0,Rusizi,3603.0,Bweyeye,bweyeye,Bweyeye,25.3,28.3,33.6,12.8,100,14403,Rusizi,46.400000000000006,23.39,26.3,6682.992000000001,1843.5840000000003,3643.9590000000003
3.0,Western Province,36.0,Rusizi,3604.0,Gashonga,gashonga,Gashonga,42.4,22.1,28.6,6.8,100,24755,Rusizi,35.4,19.96,35.63333333333333,8763.27,1683.34,10496.12
3.0,Western Province,36.0,Rusizi,3605.0,Giheke,giheke,Giheke,43.5,25.6,26.3,4.7,100,18782,Rusizi,31.0,19.240000000000002,37.53333333333333,5822.42,882.7540000000001,8170.17
3.0,Western Province,36.0,Rusizi,3606.0,Gihundwe,gihundwe,Gihundwe,65.2,17.3,13.9,3.5,100,35496,Rusizi,17.4,15.55,49.23333333333334,6176.303999999999,1242.36,23143.392000000003
3.0,Western Province,36.0,Rusizi,3607.0,Gikundamvura,gikundamvura,Gikundamvura,30.5,21.8,35.2,12.5,100,19285,Rusizi,47.7,22.970000000000002,27.599999999999998,9198.945,2410.625,5881.925
3.0,Western Province,36.0,Rusizi,3608.0,Gitambi,gitambi,Gitambi,38.6,27.7,28.4,5.2,100,21772,Rusizi,33.6,19.999999999999996,34.96666666666667,7315.392000000001,1132.144,8403.992
3.0,Western Province,36.0,Rusizi,3609.0,Kamembe,kamembe,Kamembe,74.5,14.6,9.0,1.8,100,30657,Rusizi,10.8,13.790000000000001,54.53333333333333,3310.956,551.826,22839.465
3.0,Western Province,36.0,Rusizi,3610.0,Muganza,muganza,Muganza,29.8,21.4,34.8,14.0,100,36715,Gisagara,48.8,23.3,27.0,17916.92,5140.1,10941.07
3.0,Western Province,36.0,Rusizi,3610.0,Muganza,muganza,Muganza,35.9,23.4,33.3,7.4,100,19277,Nyaruguru,40.699999999999996,21.220000000000002,31.73333333333333,7845.738999999999,1426.4980000000003,6920.442999999999
3.0,Western Province,36.0,Rusizi,3610.0,Muganza,muganza,Muganza,48.4,18.3,25.4,8.0,100,29446,Rusizi,33.4,19.32,38.36666666666667,9834.964,2355.68,14251.864
3.0,Western Province,36.0,Rusizi,3611.0,Mururu,mururu,Mururu,48.3,22.9,22.7,6.0,100,26055,Rusizi,28.7,18.619999999999997,39.833333333333336,7477.785,1563.3,12584.565
3.0,Western Province,36.0,Rusizi,3612.0,Nkanka,nkanka,Nkanka,36.0,28.1,30.1,5.8,100,16586,Rusizi,35.9,20.57,33.36666666666667,5954.374,961.988,5970.96
3.0,Western Province,36.0,Rusizi,3613.0,Nkombo,nkombo,Nkombo,16.8,27.8,36.9,18.6,100,13627,Rusizi,55.5,25.75,20.46666666666667,7562.985,2534.6220000000003,2289.3360000000002
3.0,Western Province,36.0,Rusizi,3614.0,Nkungu,nkungu,Nkungu,37.2,26.2,31.2,5.4,100,19797,Rusizi,36.6,20.48,33.53333333333334,7245.702000000001,1069.038,7364.484
3.0,Western Province,36.0,Rusizi,3615.0,Nyakabuye,nyakabuye,Nyakabuye,38.7,24.4,29.5,7.3,100,29518,Rusizi,36.8,20.52,33.93333333333334,10862.624,2154.814,11423.466
3.0,Western Province,36.0,Rusizi,3616.0,Nyakarenzo,nyakarenzo,Nyakarenzo,42.9,24.1,27.6,5.4,100,16482,Rusizi,33.0,19.550000000000004,36.63333333333333,5439.06,890.028,7070.777999999999
3.0,Western Province,36.0,Rusizi,3617.0,Nzahaha,nzahaha,Nzahaha,38.5,21.7,31.4,8.4,100,25703,Rusizi,39.8,20.97,32.9,10229.794,2159.052,9895.655
