province,district,sector_id,area_sqkm,road_density_m_km2,road_coverage_index,major_roads_ratio,pct_within_1km,road_network_present,urban_rural_type
,,,1.175762141536035,25518.7716054827,1.0000000000000022,0.23341994046466805,100.00000000000023,1,
,,,24.21991357848221,3737.960973811266,0.9689440532306904,0.1487197741185677,64.33502798166366,1,
,,,29.43784001138785,5925.543546082235,0.9741949689782888,0.17920536473223303,86.15027643585826,1,
,,,3.318777521261351,15841.028285137574,0.9999999999999998,0.06644994363183129,64.95157222923045,1,
,,,54.7506061348659,3509.880197580633,0.9499932388949924,0.221541235408577,74.3670892856381,1,
,,,2.948837351578071,17650.02201931978,0.9999999999999997,0.3911960010470491,99.99999999999997,1,
,,,2.4287525578706384,13848.974794452313,0.9999999999999998,0.0017861331144133883,72.03665503564083,1,
,,,8.761802072749411,12333.86243260612,1.0000000000000013,0.11223724947531546,89.19825123277616,1,
,,,4.6346522107191515,18659.123728525105,1.0000000000000016,0.21311566888014447,100.00000000000016,1,
,,,1.0286558518437938,20265.891761738774,1.0000000000000004,0.12849766686089253,100.00000000000004,1,
,,,60.70041562521893,6010.020580125306,0.9988442750882532,0.05593038128103859,35.50401365162865,1,
,,,6.0332033954296325,10772.644652485662,1.0000000000000004,0.16865755311440714,99.8658510605758,1,
,,,35.11305221165068,5273.239575846758,0.9866227989836501,0.15769165603976845,54.16871982872896,1,
,,,8.319126594007363,9782.884819187479,0.9999883360456264,0.01909320475727801,83.62344353106114,1,
,,,36.447570943542594,7276.714003518353,0.9999616954875158,0.13508728226940853,49.56281291458121,1,
,,,37.44380937425637,5424.766473564003,0.9852077675764116,0.09331290872134082,60.49702717334207,1,
,,,5.79442783642318,14898.409747995813,1.0000000000000002,0.12817798176055298,99.50346258181237,1,
,,,5.080304630661454,18062.60239746674,0.9999999999999993,0.2551075876767942,99.99999999999993,1,
,,,11.352128991827238,15681.262285400702,1.0000000000000002,0.06150372996320794,94.13024372112604,1,
,,,24.236428318769324,9432.973086108752,0.9976792656469462,0.047467101863928336,59.75860385227646,1,
,,,50.45429784560018,8717.161866126151,0.999999999999998,0.04010477541736253,44.80411137334209,1,
,,,46.62154933929938,5474.96190626884,0.9910027705086869,0.05741002993384565,74.10082414516786,1,
,,,7.27918584340388,17503.45850859177,0.9999999999999994,0.11555013356809549,99.89098783011778,1,
,,,52.307932072535216,7817.845819526108,0.999914055306938,0.15178380217919962,51.93562797121151,1,
,,,42.77685486618225,4022.938223394327,0.9874595413377855,0.08116450086894822,75.31332646231968,1,
,,,36.830241257882484,5381.9637902261675,0.9029247057333651,0.09022676193081175,49.48945716728148,1,
,,,12.462124663697868,15039.586012431515,1.0000000000000009,0.1136925980823672,79.44428154751503,1,
,,,3.3914340946781336,18962.964373101215,1.0000000000000018,0.22746732273223597,100.00000000000017,1,
,,,8.007546906769534,12971.771303746202,1.0000000000000007,0.18321196960545091,99.97589780149522,1,
,,,23.036667508223466,9005.847258357118,0.8559601198487697,0.06621007643277127,65.37221997929912,1,
,,,2.051660593747331,20551.191904700823,0.9999999999999996,0.34004033411161033,99.99999999999996,1,
,,,8.377280989340427,14759.870784506411,0.9999999999999988,0.14249096750906934,98.91747775579783,1,
,,,52.79439043304403,5707.3008827195035,0.9339494046757607,0.09323016011226151,81.1424836230695,1,
,,,5.035926656578323,13790.03271565586,0.9999999999999991,0.12530091089421228,99.99999999999991,1,
,,,15.303601146860354,12524.743801367025,0.999987938560082,0.14890228167373304,81.48519255984387,1,
,,,49.40252432995301,7418.2293160946,0.9998824636817444,0.23568667580412986,62.061924945575186,1,
,,,73.570668888709,3964.0613706789886,0.9003255717023406,0.16124340824833763,47.36878867274306,1,
,,,60.35202591470667,2609.663110537282,0.9296542394745491,0.16037539698463593,52.4578238972866,1,
,,,83.77542645303471,3349.36526542656,0.958845710587102,0.06647816666215499,32.6705447609408,1,
,,,66.32935635964391,4677.145886118679,0.9999999999999993,0.2273013667623922,68.9421770232427,1,
,,,76.26368777819478,4180.695144121829,0.9852316413157007,0.26459079740263164,67.88315591987396,1,
,,,80.92284930914967,3909.548062028038,0.9951826856833609,0.12244186355095572,33.15401367257214,1,
,,,62.51685992022368,4368.974431380937,0.982465112788105,0.08547165965209291,42.94098061762154,1,
,,,73.05422515886264,4116.336001539631,0.928717747472349,0.09336642893944896,38.51767449209084,1,
,,,47.23839898998157,4541.2728187464645,0.9928368459344787,0.08833149803383937,60.532242699672814,1,
,,,49.649761351793096,4001.7098765460864,0.990984105664506,0.14370022659545303,51.18492971158099,1,
,,,61.881656011105626,3559.0763246849983,0.9127352164831395,0.09236582685139272,30.764530757678806,1,
,,,42.01747514240707,4604.397854972743,0.9849639917441821,0.06964893184860385,32.633120655458015,1,
,,,40.04751299533214,5240.094549023527,0.9802180313310408,0.13910265432624772,57.84140230209063,1,
,,,45.1618393495446,3784.1222400510887,0.9305994539664977,0.17571337266567474,53.74806205519356,1,
,,,80.29899215035154,3188.3165924111386,0.8902881811824253,0.05155933508301347,30.233748123319877,1,
,,,70.12086190780298,3119.416873677874,0.8735154644370775,0.21323585978693074,45.090578608648876,1,
,,,49.95332351717261,4444.134868003837,0.9925993236646989,0.16511655410642245,66.63237025917066,1,
,,,51.309991995598665,3499.2932019300706,0.8655781421992819,0.07584469277591802,30.900664204375715,1,
,,,49.9511696256802,3506.5863383018886,0.9954438906261818,0.1515434031831038,46.427713723727514,1,
,,,61.01814107320507,4032.0691235615127,0.9919672131524052,0.10480310852562406,47.62017457941495,1,
,,,39.013675242575935,3613.301819436921,0.9471364166100209,0.12147464313531887,46.24956954595156,1,
,,,41.17073643533015,5881.080134658095,0.999714882842251,0.039547811641477935,31.604618516088884,1,
,,,70.99707676946701,4400.077344296055,0.9826111461559945,0.11680062377827367,48.48322202649113,1,
,,,53.39379929380206,5341.375809655477,0.9954895651487722,0.03319276777871456,26.27430453309169,1,
,,,78.75669990886308,3784.7877995388,0.9862246265980349,0.19378726656400774,50.50766588021579,1,
,,,124.40932114216692,2020.2985629057266,0.40612105429788553,0.1230820440043068,20.857216731128027,1,
,,,62.34029509294069,5473.380325632514,0.977860827585776,0.1774462968132735,58.31515970213979,1,
