sector,district,count,area_sqkm,population_density,non_poor,vulnerable,moderately_poor,severely_poor,poverty_rate,poverty_index,urban_rural_class,distance_to_major_road_km,road_density_km_per_sqkm,vulnerability_index,vulnerability_category
Nyarubaka,Kamonyi,29438,46.98712080739574,626.5121057463576,42.1,27.1,26.3,4.6,30.9,19.36,Urban,,4.162143615569026,,
Rugarika,Kamonyi,62366,74.86175738488853,833.0822328863615,51.6,22.3,20.6,5.4,26.0,17.96,Urban,4.57343474311329,3.2003332790695285,0.29131762853039767,Very Low
Rukoma,Kamonyi,40850,51.56368220395556,792.2242604479148,48.7,25.7,21.9,3.8,25.7,18.1,Urban,,4.38322850812682,,
Runda,Kamonyi,74546,51.17312884221969,1456.7410999988892,69.4,15.2,11.9,3.5,15.4,14.95,Urban,,5.893012861285012,,
Bwishyura,Karongi,41162,46.20743219515827,890.8090764739153,51.6,21.6,20.4,6.4,26.799999999999997,18.16,Urban,1.297185857775765,4.775426917943086,0.3862085394517402,Low
Gashari,Karongi,20985,54.358915304810985,386.0452307101636,36.5,32.1,27.3,4.0,31.3,19.860000000000003,Urban,,2.5490780483490973,,
Gishyita,Karongi,23716,44.15798800009284,537.0715712851351,45.3,24.6,25.8,4.3,30.1,18.910000000000004,Urban,0.53033504565581,2.5629747193127597,0.43000514877034635,Moderate
Gitesi,Karongi,27199,75.48328050248352,360.3314511364554,29.6,31.1,31.4,7.9,39.3,21.759999999999998,Urban,,3.687776440531419,,
Mubuga,Karongi,23284,37.019910713032125,628.9588373265128,38.1,24.7,30.4,6.9,37.3,20.63,Urban,,3.3248557185895864,,
Murambi,Karongi,23012,50.61580139353398,454.640633289266,33.4,33.5,27.6,5.5,33.1,20.520000000000003,Urban,,2.843900168303692,,
Murambi,Rulindo,27315,50.61580139353398,539.6536110853598,53.5,21.8,20.1,4.6,24.700000000000003,17.580000000000002,Urban,,2.843900168303692,,
Murambi,Gatsibo,36887,50.61580139353398,728.7645159108794,34.5,28.0,29.5,8.0,37.5,21.1,Urban,,2.843900168303692,,
Murundi,Karongi,28174,65.82240481645461,428.0305479352059,20.9,34.4,34.7,10.0,44.7,23.380000000000003,Urban,,3.0050809737614057,,
Murundi,Kayonza,56261,65.82240481645461,854.7393574708105,29.2,25.7,32.5,12.6,45.1,22.85,Urban,,3.0050809737614057,,
Mutuntu,Karongi,24032,64.15607273203501,374.58651966394626,21.3,39.2,31.3,8.2,39.5,22.640000000000004,Urban,0.46087063238743736,2.2400660503661176,0.5071761186455984,Very High
Rubengera,Karongi,41382,47.33575383419998,874.2229001981499,50.6,23.6,21.1,4.7,25.8,17.990000000000002,Urban,0.1599948784354989,4.646368038499925,0.40828078572696486,Low
Rugabano,Karongi,33129,75.63463356991436,438.01362466278835,33.5,27.8,31.9,6.8,38.699999999999996,21.2,Urban,0.45479996772886994,3.498650786436293,0.5014597145235653,Very High
Ruganda,Karongi,18821,59.53825651643414,316.1160756328984,28.6,39.0,28.7,3.7,32.4,20.749999999999996,Urban,1.1410877236299688,2.3559405970172995,0.430142303708099,Moderate
Rwankuba,Karongi,33584,69.73980357839393,481.5614366084141,39.9,23.5,29.9,6.7,36.6,20.34,Urban,,3.0424797890679876,,
Twumba,Karongi,27171,98.58747657349801,275.6029563221829,31.1,32.5,30.2,6.2,36.4,21.15,Urban,0.45689162241051,3.1379069991692385,0.4808140470680612,High
Boneza,Rutsiro,23492,32.88489304670041,714.3705763810331,40.8,32.3,22.6,4.3,26.900000000000002,19.040000000000003,Urban,,3.54298604021397,,
Gihango,Rutsiro,26723,46.263662996687714,577.6239551527352,42.1,30.5,23.5,3.9,27.4,18.919999999999998,Urban,,3.5183908197118727,,
Kigeyo,Rutsiro,23356,40.86515986764438,571.5382021175567,34.5,26.1,32.2,7.1,39.300000000000004,21.169999999999998,Urban,,4.341747269940147,,
Kivumu,Rutsiro,32601,28.964621955635028,1125.5455034053196,38.5,21.2,31.4,8.9,40.3,21.07,Urban,,5.968674469121698,,
Manihira,Rutsiro,18806,36.94898191781862,508.9720751123272,26.4,33.5,31.9,8.2,40.099999999999994,22.19,Urban,,3.332533714960901,,
Mukura,Huye,27958,103.05323484303862,271.2966753793134,46.0,18.2,26.6,9.2,35.8,19.9,Urban,,3.2918270059752697,,
Mukura,Rutsiro,36563,103.05323484303862,354.79720802252797,21.1,32.9,34.0,12.1,46.1,23.729999999999997,Urban,,3.2918270059752697,,
Murunda,Rutsiro,21884,45.31528238376247,482.9275875337268,28.3,29.9,27.4,14.4,41.8,22.79,Urban,,2.453557323266909,,
Musasa,Rutsiro,25523,43.465463040669775,587.2018429003881,35.8,29.0,29.5,5.8,35.3,20.55,Urban,,2.99177679944903,,
Mushonyi,Rutsiro,23696,32.15303434276282,736.9755447461717,37.8,27.3,29.9,5.0,34.9,20.209999999999997,Urban,,4.584945692957133,,
Mushubati,Rutsiro,30485,52.11326689887512,584.975800100109,38.2,28.4,27.0,6.4,33.4,20.159999999999997,Urban,,3.4122819378020672,,
Nyabirasi,Rutsiro,29698,90.83890938161812,326.9303892150162,23.9,22.8,35.2,18.2,53.400000000000006,24.79,Urban,,2.8760546117932106,,
Ruhango,Ruhango,81828,56.33803590869322,1452.4468004638684,47.6,22.8,23.0,6.7,29.7,18.9,Urban,,2.9566151614173446,,
Ruhango,Rutsiro,28330,56.33803590869322,502.8574309177958,28.4,31.4,29.8,10.4,40.2,22.220000000000002,Urban,,2.9566151614173446,,
Rusebeya,Rutsiro,25931,52.56192330153088,493.3419169470298,16.3,32.1,36.5,15.0,51.5,25.0,Urban,,3.750616373737424,,
Bugeshi,Rubavu,31401,31.04495580813488,1011.4686647990596,33.6,24.0,31.0,11.4,42.4,22.02,Urban,0.33605763654279286,3.6188516148675434,0.5411006089179285,Very High
Busasamana,Nyanza,54321,35.15217021182747,1545.3099957317256,59.0,18.5,17.3,5.1,22.4,16.830000000000002,Urban,,2.3106612450553716,,
Busasamana,Rubavu,36619,35.15217021182747,1041.7280008412965,27.5,19.5,35.2,17.8,53.0,24.330000000000002,Urban,,2.3106612450553716,,
Cyanzarwe,Rubavu,34008,34.79671441027405,977.3336527990938,29.4,18.0,34.5,18.2,52.7,24.17,Urban,0.6267581151832584,2.5254903794019437,0.6173786996136283,Very High
Gisenyi,Rubavu,52898,11.247824909640885,4702.953719937386,88.9,7.5,2.9,0.7,3.5999999999999996,11.540000000000001,Urban,,13.11323803956773,,
Kanama,Rubavu,33972,42.905678251019815,791.7833113194645,37.2,17.8,27.6,17.4,45.0,22.52,Urban,,3.2838451250666223,,
Kanzenze,Rubavu,21189,22.585018111394447,938.1883111844778,43.1,20.8,24.5,11.5,36.0,20.419999999999998,Urban,0.4505246175973452,2.2304046259221737,0.48479309596625864,High
Mudende,Rubavu,29830,33.10052650593573,901.1941243487698,27.8,24.0,34.3,13.8,48.099999999999994,23.39,Urban,,4.219514563546229,,
Nyakiriba,Rubavu,38087,21.898178752869825,1739.2770617971405,56.9,16.0,18.1,9.0,27.1,17.92,Urban,0.28232886995846723,4.029978854783995,0.42491419306872835,Moderate
Nyamyumba,Rubavu,43553,23.34152393061498,1865.902163434815,45.6,18.2,25.1,11.0,36.1,20.130000000000003,Urban,,6.357485019680189,,
Nyundo,Rubavu,37859,31.503378032200015,1201.7441418918256,37.9,24.3,26.4,11.4,37.8,21.13,Urban,,5.326798637856626,,
Rubavu,Rubavu,73918,25.674358760208783,2879.059247024361,59.5,16.6,15.8,8.1,23.9,17.25,Urban,0.31018423977377746,5.098217896338573,0.41013045919545077,Moderate
Rugerero,Rubavu,62814,25.312838204086976,2481.507584947868,57.9,17.6,17.4,7.2,24.599999999999998,17.41,Urban,0.016891743001229604,5.272634958678519,0.419468210712545,Moderate
Bigogwe,Nyabihu,31177,52.21301774725956,597.1116274281302,48.1,21.9,21.6,8.4,30.0,19.029999999999998,Urban,1.0520038646052914,2.4707009396705706,0.415860881458353,Moderate
Jenda,Nyabihu,41394,47.82783606090702,865.4792566254981,41.7,26.4,24.2,7.6,31.799999999999997,19.75,Peri-urban,0.3496973639339035,1.866351396205297,0.45228862252054153,High
Jomba,Nyabihu,21057,35.02959627577483,601.1202594008267,25.1,36.7,32.4,5.8,38.199999999999996,21.89,Urban,,5.261142959663961,,
Kabatwa,Nyabihu,20177,52.034673107294985,387.760675624794,49.5,24.4,21.8,4.3,26.1,18.09,Peri-urban,2.0229102676995985,1.4140029134859615,0.35565997948984573,Very Low
Karago,Nyabihu,25139,38.11878001904449,659.4912005956204,25.0,33.9,33.1,8.0,41.1,22.410000000000004,Urban,0.18758626860639838,3.265340567584891,0.5306550545639621,Very High
Kintobo,Nyabihu,14683,27.427721481720305,535.3342970828163,25.2,39.1,30.4,5.3,35.699999999999996,21.58,Urban,,3.707942518836961,,
Mukamira,Nyabihu,31777,38.56060115408382,824.0794761736905,49.6,25.9,20.4,4.1,24.5,17.9,Urban,0.42306144849972854,2.910169716362165,0.3900455285077888,Low
Muringa,Nyabihu,21365,68.23810136570499,313.09487767691013,20.5,29.5,37.9,12.1,50.0,24.16,Urban,,3.3643919401558,,
Rambura,Nyabihu,27806,63.647914537779705,436.87213009147536,29.9,31.1,31.9,7.2,39.1,21.66,Urban,,2.9354150449448806,,
Rugera,Nyabihu,25479,41.183677869330474,618.6674264702871,34.0,31.1,30.1,4.7,34.800000000000004,20.53,Urban,,4.607050662770205,,
Rurembo,Nyabihu,23260,39.70865384182769,585.7665206343192,24.7,32.9,36.2,6.2,42.400000000000006,22.389999999999997,Urban,,6.177236436987176,,
Shyira,Nyabihu,22144,33.708635410273466,656.923655629534,36.0,31.9,27.7,4.5,32.2,20.089999999999996,Urban,,6.6217084867276474,,
Bwira,Ngororero,20477,38.14689701358311,536.7933332220621,30.9,31.9,32.6,4.6,37.2,21.09,Urban,,3.5430682368781476,,
Gatumba,Ngororero,26279,43.491977799738066,604.226372987762,42.3,29.0,25.7,3.0,28.7,18.939999999999998,Urban,,2.9266548628692326,,
Hindiro,Ngororero,25911,35.06119968744293,739.0220594556538,33.8,31.9,29.2,5.1,34.3,20.560000000000002,Urban,0.603933731182223,4.154723297645583,0.4646210382427011,High
Kabaya,Ngororero,34944,49.04731516092612,712.4548996279898,37.2,31.9,26.6,4.3,30.900000000000002,19.8,Urban,,3.235919004575142,,
Kageyo,Ngororero,26231,46.256755850360626,567.0739228850503,35.0,31.4,28.9,4.7,33.6,20.33,Urban,,3.0851017793977213,,
Kageyo,Gicumbi,19969,46.256755850360626,431.69910282076813,39.9,28.4,27.4,4.3,31.7,19.61,Urban,,3.0851017793977213,,
Kageyo,Gatsibo,25167,46.256755850360626,544.0718774445527,31.2,26.4,32.0,10.5,42.5,22.2,Urban,,3.0851017793977213,,
Kavumu,Ngororero,32141,56.96476354177189,564.2259881660216,21.4,32.8,34.1,11.8,45.900000000000006,23.65,Urban,,3.5637670003200363,,
Matyazo,Ngororero,27471,41.034278234478634,669.464681284872,22.0,35.9,34.3,7.9,42.199999999999996,22.830000000000002,Urban,,3.510369802733855,,
Muhanda,Ngororero,30793,106.25393279728448,289.8057435553762,14.5,23.5,40.5,21.5,62.0,26.9,Urban,,2.359129976293768,,
Muhororo,Ngororero,23020,37.22382381123749,618.4211519142883,40.7,29.2,26.9,3.2,30.099999999999998,19.259999999999998,Urban,0.6620561287331476,2.1597930889993773,0.42734868471690435,Moderate
Ndaro,Ngororero,25395,55.37740031320618,458.5805735980694,29.0,32.0,33.8,5.3,39.099999999999994,21.56,Urban,,2.4829099364202385,,
Ngororero,Ngororero,41062,58.495061641225426,701.973788007103,40.3,29.4,26.4,3.9,30.299999999999997,19.389999999999997,Urban,1.6268118067603283,2.9061281228876776,0.40405202655886274,Low
Nyange,Ngororero,25927,54.36563209171287,476.9005528393762,32.3,34.1,28.8,4.8,33.6,20.610000000000003,Peri-urban,,1.7916967850014953,,
Nyange,Musanze,32685,54.36563209171287,601.2070262488916,40.0,25.2,28.6,6.2,34.800000000000004,20.1,Peri-urban,,1.7916967850014953,,
Sovu,Ngororero,30713,54.66773521289896,561.8121892262551,13.8,35.6,37.0,13.6,50.6,25.040000000000003,Urban,,2.8944459513982648,,
Bugarama,Rusizi,36595,24.25648597837389,1508.6686518660053,41.8,20.2,26.1,11.9,38.0,20.810000000000002,Urban,0.010499414314423285,6.748032390998735,0.5190695552414456,Very High
Butare,Rusizi,21932,206.413958560531,106.25250420537054,17.8,32.6,34.5,15.1,49.6,24.690000000000005,Peri-urban,,1.8317636538036741,,
Bweyeye,Rusizi,14403,225.96965702363258,63.73864610722355,25.3,28.3,33.6,12.8,46.400000000000006,23.39,Peri-urban,,0.9638575124040758,,
Gashonga,Rusizi,24755,45.40446157892539,545.2107378692076,42.4,22.1,28.6,6.8,35.4,19.96,Urban,0.16778067409240643,6.096144708296362,0.48324161620807576,High
Giheke,Rusizi,18782,35.80341798469675,524.5867868824112,43.5,25.6,26.3,4.7,31.0,19.240000000000002,Urban,,4.569435702965868,,
Gihundwe,Rusizi,35496,24.440904508442856,1452.3194093630323,65.2,17.3,13.9,3.5,17.4,15.55,Urban,,5.448725378262792,,
Gikundamvura,Rusizi,19285,37.17481653388599,518.7651694910486,30.5,21.8,35.2,12.5,47.7,22.970000000000002,Urban,,6.795017127707125,,
Gitambi,Rusizi,21772,30.899898451588545,704.5977848150733,38.6,27.7,28.4,5.2,33.6,19.999999999999996,Urban,,8.464328230611809,,
Kamembe,Rusizi,30657,14.426874949447807,2124.992426109121,74.5,14.6,9.0,1.8,10.8,13.790000000000001,Urban,,7.224613659063088,,
Muganza,Gisagara,36715,18.739409089019794,1959.240007280318,29.8,21.4,34.8,14.0,48.8,23.3,Urban,,7.48874295185739,,
Muganza,Nyaruguru,19277,18.739409089019794,1028.6877194700446,35.9,23.4,33.3,7.4,40.699999999999996,21.220000000000002,Urban,,7.48874295185739,,
Muganza,Rusizi,29446,18.739409089019794,1571.3409030199168,48.4,18.3,25.4,8.0,33.4,19.32,Urban,,7.48874295185739,,
Mururu,Rusizi,26055,33.18871948060217,785.0558987438001,48.3,22.9,22.7,6.0,28.7,18.619999999999997,Urban,,6.503103415077529,,
Nkanka,Rusizi,16586,20.434282889662015,811.6751681259676,36.0,28.1,30.1,5.8,35.9,20.57,Urban,,4.232322295889449,,
Nkombo,Rusizi,13627,9.05051542497241,1505.6601044400231,16.8,27.8,36.9,18.6,55.5,25.75,Urban,,3.526935782152364,,
Nkungu,Rusizi,19797,38.23047564447676,517.8329504477435,37.2,26.2,31.2,5.4,36.6,20.48,Urban,,6.388734344603776,,
Nyakabuye,Rusizi,29518,37.53926129003353,786.3234114262358,38.7,24.4,29.5,7.3,36.8,20.52,Urban,,6.597190767955278,,
Nyakarenzo,Rusizi,16482,31.448337043564667,524.0976645972682,42.9,24.1,27.6,5.4,33.0,19.550000000000004,Urban,0.9947595777940692,5.739671919060832,0.4412026792499068,Moderate
Nzahaha,Rusizi,25703,59.51808527651903,431.85193005764086,38.5,21.7,31.4,8.4,39.8,20.97,Urban,,7.703064277038669,,
Rwimbogo,Rusizi,18710,26.457504394103395,707.17176198107,46.1,21.8,26.8,5.3,32.1,19.130000000000003,Urban,,6.764618392067434,,
Rwimbogo,Gatsibo,47136,26.457504394103395,1781.573926923555,30.8,29.7,30.1,9.4,39.5,21.810000000000002,Urban,,6.764618392067434,,
Bushekeri,Nyamasheke,25151,105.4568635474655,238.49561947838214,36.1,25.5,30.1,8.4,38.5,21.1,Peri-urban,,1.503739090528935,,
Bushenge,Nyamasheke,19441,31.85310840391065,610.332899178317,52.9,23.3,21.3,2.5,23.8,17.34,Urban,,4.552388404787644,,
Cyato,Nyamasheke,23640,155.13673159429874,152.38170713703994,32.1,27.0,34.1,6.8,40.9,21.56,Peri-urban,,0.7952919400230265,,
Gihombo,Nyamasheke,26995,57.34448685569379,470.7514441263091,30.6,30.9,29.7,8.9,38.6,21.71,Urban,1.170462869830279,2.700952418604884,0.48182954585709015,High
Kagano,Nyamasheke,35272,44.56454113864738,791.4812785856628,40.8,24.7,27.9,6.6,34.5,20.03,Urban,1.6887963229585323,3.5738348693163378,0.43777613173416463,Moderate
Kanjongo,Nyamasheke,36335,49.24828015906412,737.7922616311416,44.3,24.5,25.1,6.2,31.3,19.340000000000003,Urban,,2.6528210113734487,,
Karambi,Nyamasheke,26999,86.97798714108563,310.41187417001663,41.7,27.7,27.1,3.5,30.6,19.240000000000002,Peri-urban,,1.638668733895157,,
Karengera,Nyamasheke,27842,56.34319436400912,494.15018644709465,42.8,26.1,27.1,4.0,31.1,19.23,Urban,,2.584203187090056,,
Kirimbi,Nyamasheke,22628,43.417315418670015,521.1745540183643,36.6,29.3,29.2,4.8,34.0,20.2,Urban,0.6048260683234572,2.129827542316719,0.45980794907837735,High
Macuba,Nyamasheke,29370,51.77014662305167,567.315372194106,42.6,28.6,23.9,4.9,28.799999999999997,19.11,Urban,,3.3030160441154814,,
Mahembe,Nyamasheke,18893,50.66625704201271,372.8911726069252,38.0,28.2,28.6,5.2,33.800000000000004,20.1,Urban,,2.9660228941362443,,
Nyabitekeri,Nyamasheke,24855,31.828784903187508,780.8969169134347,43.5,27.1,25.3,4.1,29.4,19.0,Urban,,3.9769440828418023,,
Rangiro,Nyamasheke,15863,88.04319008159919,180.17293541156374,39.6,29.0,27.2,4.2,31.4,19.599999999999998,Peri-urban,,1.1594862388872897,,
Ruharambuga,Nyamasheke,24076,61.498314485944746,391.4904042695755,49.2,25.4,21.9,3.5,25.4,17.97,Urban,2.5106647884372637,3.271169555656921,0.33690336056334425,Very Low
Shangi,Nyamasheke,23424,34.68799120715646,675.2769239392395,47.2,23.4,24.4,5.1,29.5,18.759999999999998,Urban,,3.2182545917193868,,
Base,Rulindo,20937,28.386661613520165,737.5647156067131,48.5,27.1,22.3,2.2,24.5,17.84,Urban,,4.424539252875988,,
Burega,Rulindo,14883,32.34793441740497,460.09120112448744,44.4,24.4,26.2,5.0,31.2,19.18,Urban,,3.882695729755351,,
Bushoki,Rulindo,23720,35.10496821150851,675.6878358950867,58.9,23.7,16.0,1.3,17.3,15.95,Urban,0.03968311188201739,3.3706113571973986,0.33970619166285126,Very Low
Buyoga,Rulindo,25351,53.35365229537551,475.15022701074446,43.5,27.9,24.8,3.8,28.6,18.89,Urban,,3.611592643531404,,
Cyinzuzi,Rulindo,15990,33.47129401166384,477.7227911902036,39.6,27.0,29.0,4.4,33.4,19.82,Urban,,3.1027262726108598,,
Cyungo,Rulindo,15167,19.780518607855246,766.7645272948948,38.7,27.4,29.2,4.7,33.9,19.99,Urban,,5.014100364545116,,
Kinihira,Ruhango,27966,27.38856035724453,1021.0832418799528,32.7,31.4,28.4,7.5,35.9,21.07,Urban,,4.691765230240969,,
Kinihira,Rulindo,17434,27.38856035724453,636.5431323369482,44.4,29.9,23.2,2.5,25.7,18.38,Urban,,4.691765230240969,,
Kisaro,Rulindo,23376,38.244084512550955,611.2317838940152,36.1,31.2,28.1,4.5,32.6,20.080000000000002,Urban,,5.719387263891687,,
Masoro,Rulindo,27678,29.671528147837346,932.8134318561329,50.4,22.0,22.5,5.2,27.7,18.270000000000003,Urban,,5.447666047365265,,
Mbogo,Rulindo,19465,40.86974379610749,476.2691955473888,51.1,26.5,20.4,2.0,22.4,17.33,Urban,,3.1103547441635437,,
Murambi,Karongi,23012,29.512548835182468,779.7361091552675,33.4,33.5,27.6,5.5,33.1,20.520000000000003,Urban,,4.324589152833928,,
Murambi,Rulindo,27315,29.512548835182468,925.5384938977982,53.5,21.8,20.1,4.6,24.700000000000003,17.580000000000002,Urban,,4.324589152833928,,
Murambi,Gatsibo,36887,29.512548835182468,1249.8751024861097,34.5,28.0,29.5,8.0,37.5,21.1,Urban,,4.324589152833928,,
Ngoma,Nyaruguru,23800,31.47075437360879,756.2576898365854,44.2,19.3,30.5,6.0,36.5,19.830000000000002,Urban,,3.513834196333627,,
Ngoma,Huye,22160,31.47075437360879,704.1458154108711,79.4,10.5,8.3,1.8,10.100000000000001,13.25,Urban,,3.513834196333627,,
Ngoma,Rulindo,12980,31.47075437360879,412.44642075961673,42.9,29.6,24.3,3.2,27.5,18.78,Urban,,3.513834196333627,,
Ntarabana,Rulindo,25455,34.97042762296559,727.9007358572685,47.8,22.6,24.3,5.3,29.6,18.71,Urban,3.13329730449818,5.444075210489159,0.35825802568922005,Very Low
Rukozo,Rulindo,17066,20.249649770553592,842.780008216085,40.6,29.1,26.2,4.1,30.299999999999997,19.38,Urban,,5.797098533605413,,
Rusiga,Rulindo,13835,31.335313125085115,441.5146561571952,48.4,27.6,22.4,1.6,24.0,17.720000000000002,Urban,0.07548136208710526,3.9045264108580913,0.3911609786588804,Low
Tumba,Huye,39494,34.370039137947394,1149.0821945673995,68.8,13.9,12.5,4.8,17.3,15.330000000000002,Urban,,3.3584212578151535,,
Tumba,Rulindo,21093,34.370039137947394,613.7031126249597,46.1,31.0,21.0,1.9,22.9,17.869999999999997,Urban,,3.3584212578151535,,
Busengo,Gakende,21365,38.07000596103376,561.2029591450017,37.8,32.7,26.7,2.7,29.4,19.410000000000004,Urban,,6.587693670412704,,
Coko,Gakende,18386,55.544333747834635,331.01486253252193,49.0,28.3,21.1,1.6,22.700000000000003,17.53,Urban,,3.811711856193016,,
Cyabingo,Gakende,19289,24.15487276708988,798.5552309048197,38.6,28.4,30.0,2.9,32.9,19.699999999999996,Urban,,7.7052684730680845,,
Gakenke,Gakende,25527,41.90288835614229,609.1942823377747,43.6,29.4,24.2,2.7,26.9,18.58,Urban,,5.30234416309952,,
Gashenyi,Gakende,23528,41.34494959945679,569.0658769193208,40.1,28.3,28.9,2.7,31.599999999999998,19.419999999999998,Urban,,5.06374178066561,,
Janja,Gakende,15743,30.65775691000833,513.507887945339,29.6,38.2,28.2,4.0,32.2,20.66,Urban,,6.495856225692509,,
Kamubuga,Gakende,22768,34.6010463169173,658.0147834682145,32.6,27.1,32.8,7.5,40.3,21.519999999999996,Urban,,6.057308590807959,,
Karambo,Gakende,14483,21.58217769088982,671.0629579383689,37.3,28.4,31.1,3.3,34.4,20.060000000000002,Urban,,4.635238289453681,,
Kivuruga,Gakende,19357,31.390994595900466,616.6418187503987,48.4,23.8,25.3,2.5,27.8,18.19,Urban,,5.367308002881793,,
Mataba,Gakende,16334,32.77289782723078,498.3996253888843,22.3,32.8,37.7,7.2,44.900000000000006,22.98,Urban,,5.137112661525633,,
Minazi,Gakende,14455,47.18933417136087,306.31921924367214,38.5,30.9,27.6,3.0,30.6,19.51,Urban,,3.307894016878543,,
Mugunga,Gakende,20833,29.394808692469695,708.7305863411507,36.8,32.4,25.5,5.4,30.9,19.97,Urban,,5.93014884025932,,
Muhondo,Gakende,22312,54.56088375244885,408.9376576309318,59.8,22.0,17.2,1.0,18.2,15.939999999999998,Urban,,4.419974897609298,,
Muyongwe,Gakende,16754,34.086617105908836,491.51254722475034,41.1,30.0,26.6,2.4,29.0,19.05,Urban,3.304132826645741,3.635076311141927,0.34623765820320845,Very Low
Muzo,Gakende,22140,46.1763182333499,479.46655010727636,22.7,38.3,33.4,5.7,39.1,22.229999999999997,Urban,,4.765552956099805,,
Nemba,Gakende,17454,22.420142651178153,778.4963847713436,37.7,32.0,27.3,3.0,30.3,19.560000000000002,Urban,1.8226857291991805,5.926754210024023,0.39962634660280916,Low
Nemba,Burera,21077,22.420142651178153,940.0921451716289,39.0,27.3,29.1,4.5,33.6,19.89,Urban,1.8226857291991805,5.926754210024023,0.42840401825295826,Moderate
Ruli,Gakende,24995,47.38494740441265,527.4881870539415,63.9,21.4,12.9,1.8,14.700000000000001,15.26,Urban,,4.67816359387981,,
Rusasa,Gakende,18945,30.225699559809424,626.7845004716063,28.9,34.9,32.1,4.1,36.2,21.14,Urban,,6.167848358767063,,
Rushashi,Gakende,19637,40.34422612758531,486.73631606910976,49.2,28.6,20.9,1.3,22.2,17.43,Urban,,6.707212224291038,,
Busogo,Musanze,27750,20.130720264506586,1378.4901700177775,59.9,17.8,19.0,3.3,22.3,16.57,Urban,,4.1122636332661635,,
Cyuve,Musanze,61755,33.157198080936226,1862.4915123786084,60.7,16.5,18.2,4.6,22.799999999999997,16.669999999999998,Urban,,4.961350148005205,,
Gacaca,Musanze,29526,34.23611396173055,862.4226462443851,39.7,22.3,30.7,7.3,38.0,20.560000000000002,Urban,,3.695141387780055,,
Gashaki,Musanze,13835,29.34158339319075,471.5151126851138,51.7,22.9,23.2,2.2,25.4,17.589999999999996,Urban,,3.7080815460949164,,
Gataraga,Musanze,25323,48.60059066200996,521.043050198862,31.8,32.7,28.5,7.0,35.5,21.07,Peri-urban,,1.8199983615968107,,
Kimonyi,Musanze,22508,21.326039129215676,1055.423365943519,41.3,21.8,27.5,9.3,36.8,20.46,Urban,1.2226087185047587,3.8448651460086487,0.4719332089869223,High
Kinigi,Musanze,32793,80.72126888975582,406.2498081489115,43.2,26.0,26.4,4.4,30.799999999999997,19.2,Peri-urban,0.3308002971365134,1.8360426568108361,0.43968574104249813,Moderate
Muhoza,Musanze,67577,21.14940024959015,3195.2206304909078,78.9,10.8,8.7,1.7,10.399999999999999,13.34,Urban,,8.92214507414962,,
Muko,Musanze,27738,20.221839021507808,1371.6853333911943,45.6,22.5,25.7,6.2,31.9,19.249999999999996,Urban,,4.7875913002929975,,
Muko,Gicumbi,20209,20.221839021507808,999.365091300838,42.4,26.3,25.8,5.5,31.3,19.44,Urban,,4.7875913002929975,,
Musanze,Musanze,49323,32.892474701379605,1499.5223207675297,43.6,24.8,25.0,6.5,31.5,19.419999999999998,Urban,,4.35689836453838,,
Nkotsi,Musanze,18218,23.84933368718723,763.8787833216239,43.3,27.8,25.5,3.4,28.9,18.9,Urban,,4.285011419674931,,
Nyange,Ngororero,25927,54.951869866745454,471.8128803054602,32.3,34.1,28.8,4.8,33.6,20.610000000000003,Urban,,2.5495265879836264,,
Nyange,Musanze,32685,54.951869866745454,594.7932268594117,40.0,25.2,28.6,6.2,34.800000000000004,20.1,Urban,,2.5495265879836264,,
Remera,Gasabo,49371,25.78673438587726,1914.589077515734,90.8,6.7,2.1,0.4,2.5,11.209999999999999,Urban,,5.166414134461123,,
Remera,Musanze,19805,25.78673438587726,768.0305580239232,51.1,23.5,23.3,2.1,25.400000000000002,17.64,Urban,,5.166414134461123,,
Remera,Gatsibo,32297,25.78673438587726,1252.465687073903,35.4,23.3,30.7,10.7,41.4,21.689999999999998,Urban,,5.166414134461123,,
Remera,Ngoma,33049,25.78673438587726,1281.6279682975328,48.1,20.0,24.4,7.5,31.9,19.13,Urban,,5.166414134461123,,
Rwaza,Musanze,24168,27.693489466650863,872.6960908665433,39.8,26.7,28.8,4.8,33.6,19.880000000000003,Urban,1.1355145326907148,5.687688216644643,0.4460809791851465,Moderate
Shingiro,Musanze,24380,53.28049234889754,457.5783542004837,24.7,31.1,33.6,10.6,44.2,23.01,Peri-urban,,1.7817573034315923,,
Bungwe,Burera,15819,25.697921645020934,615.5750732886598,38.9,27.4,30.3,3.3,33.6,19.78,Urban,,3.0411632346561306,,
Butaro,Burera,34896,58.47580891713732,596.75959420158,42.2,25.5,27.9,4.4,32.3,19.45,Urban,,4.488763110809163,,
Cyanika,Nyamagabe,27403,39.99604009950238,685.1428274355826,40.6,27.7,27.3,4.5,31.8,19.59,Urban,,3.129973862526201,,
Cyanika,Burera,40938,39.99604009950238,1023.5513290354297,36.1,25.1,32.6,6.1,38.7,20.85,Urban,,3.129973862526201,,
Cyeru,Burera,14231,23.160975786088603,614.4387063582917,41.6,26.9,27.5,4.0,31.5,19.39,Urban,,4.558406084115311,,
Gahunga,Burera,26599,38.04820812841909,699.0867982593006,34.4,28.0,31.5,6.1,37.6,20.93,Urban,,2.138138671197491,,
