,poverty_rate,poverty_rate,poverty_rate,severely_poor,severely_poor,severely_poor,moderately_poor,moderately_poor,moderately_poor,vulnerable,vulnerable,vulnerable,non_poor,non_poor,non_poor,count,count,count,area_sqkm,poverty_rate
,mean,median,std,mean,median,std,mean,median,std,mean,median,std,mean,median,std,sum,mean,count,sum,weighted
road_distance_bin,,,,,,,,,,,,,,,,,,,,
<0.5km,32.21666666666667,33.900000000000006,10.143886815038508,6.970833333333334,6.8,3.610855873867575,25.245833333333334,26.35,7.533526718788155,24.21666666666667,24.2,5.924645005375116,43.56458333333333,41.2,14.471637552112622,1629725,33952.604166666664,48,2732.7346110396347,31.40081032075964
0.5-1km,31.877142857142857,32.1,9.698425758074036,6.202857142857143,4.9,3.8303344742821017,25.674285714285716,27.6,6.859057680826686,23.92,24.6,6.090822411387384,44.2,42.9,13.695276128479268,1044727,29849.342857142856,35,2450.3567444706164,32.05450945558026
1-2km,34.733333333333334,33.6,6.824728791455604,7.2407407407407405,6.6,3.290926834525409,27.49259259259259,28.8,4.723421667680354,25.585185185185182,24.7,4.436795768925665,39.681481481481484,38.5,8.874164621010685,905452,33535.25925925926,27,1650.1626209218316,34.21214785543574
2-5km,31.929032258064513,31.3,8.58732374097181,6.635483870967741,6.5,3.261548547044974,25.293548387096774,25.3,5.978625008247909,23.677419354838708,23.1,5.109384155807124,44.39032258064516,43.4,11.970083676641798,941760,30379.354838709678,31,1912.9881511178535,31.113605270982
>5km,33.14,37.349999999999994,11.661637011062288,7.529999999999999,8.3,2.989630226113071,25.610000000000003,28.299999999999997,8.883123824921551,22.22,23.35,4.877567699854781,44.64,38.5,16.257251373532434,354621,35462.1,10,932.6186138302849,30.0172403777554
