Prov_ID,Province,Dist_ID,District,Sect_ID,Name,area_sqkm,join_key,sector,non_poor,vulnerable,moderately_poor,severely_poor,total,count,district,poverty_rate,poverty_index,population_density,poor_population,poor_population_density
2.0,Southern Province,24.0,Huye,2403.0,Karama,53.144487004958954,karama,Karama,34.2,26.6,31.1,8.1,100,33037,Nyagatare,39.2,21.310000000000002,621.6449129881956,12950.504,243.6848058913727
2.0,Southern Province,24.0,Huye,2404.0,Kigoma,51.07897591647027,kigoma,Kigoma,36.3,22.5,30.2,10.9,100,42249,Nyanza,41.1,21.55,827.1309132957173,17364.339,339.9508053645398
2.0,Southern Province,24.0,Huye,2404.0,Kigoma,51.07897591647027,kigoma,Kigoma,42.1,26.0,27.0,4.9,100,26579,Huye,31.9,19.47,520.3510744511555,8478.701,165.99199274991858
2.0,Southern Province,24.0,Huye,2405.0,Kinazi,60.49334328912205,kinazi,Kinazi,38.5,23.3,28.9,9.2,100,34192,Huye,38.099999999999994,20.86,565.219214890846,13027.151999999996,215.3485208734123
2.0,Southern Province,24.0,Huye,2405.0,Kinazi,60.49334328912205,kinazi,Kinazi,31.7,23.8,31.2,13.4,100,52274,Ruhango,44.6,22.65,864.1281363828992,23314.203999999998,385.401148826773
2.0,Southern Province,24.0,Huye,2406.0,Maraba,52.398990746452434,maraba,Maraba,40.6,26.9,26.5,6.1,100,27614,Huye,32.6,19.83,526.9948830430393,9002.164,171.80033187203082
2.0,Southern Province,24.0,Huye,2407.0,Mbazi,41.186943702292965,mbazi,Mbazi,47.5,23.3,23.4,5.8,100,37487,Huye,29.2,18.75,910.1670731133424,10946.204,265.768785349096
2.0,Southern Province,24.0,Huye,2407.0,Mbazi,41.186943702292965,mbazi,Mbazi,47.7,23.5,25.4,3.5,100,13131,Nyamagabe,28.9,18.49,318.81462472460584,3794.8589999999995,92.13742654541107
2.0,Southern Province,24.0,Huye,2408.0,Mukura,28.136828882156006,mukura,Mukura,46.0,18.2,26.6,9.2,100,27958,Huye,35.8,19.9,993.6443128362124,10008.964,355.72466399536404
2.0,Southern Province,24.0,Huye,2408.0,Mukura,28.136828882156006,mukura,Mukura,21.1,32.9,34.0,12.1,100,36563,Rutsiro,46.1,23.729999999999997,1299.4712429440744,16855.543,599.0562429972184
2.0,Southern Province,24.0,Huye,2409.0,Ngoma,20.59907195554732,ngoma,Ngoma,44.2,19.3,30.5,6.0,100,23800,Nyaruguru,36.5,19.830000000000002,1155.3918570390097,8687.0,421.7180278192385
2.0,Southern Province,24.0,Huye,2409.0,Ngoma,20.59907195554732,ngoma,Ngoma,79.4,10.5,8.3,1.8,100,22160,Huye,10.100000000000001,13.25,1075.7766198312795,2238.1600000000003,108.65343860295924
2.0,Southern Province,24.0,Huye,2409.0,Ngoma,20.59907195554732,ngoma,Ngoma,42.9,29.6,24.3,3.2,100,12980,Rulindo,27.5,18.78,630.1254749733758,3569.5,173.28450561767835
2.0,Southern Province,24.0,Huye,2410.0,Ruhashya,49.52689842635362,ruhashya,Ruhashya,35.2,25.7,31.0,8.1,100,25967,Huye,39.1,21.2,524.3009521101521,10153.097000000002,205.00167227506952
2.0,Southern Province,24.0,Huye,2411.0,Rusatira,51.48465795641819,rusatira,Rusatira,38.0,22.8,28.8,10.5,100,31725,Huye,39.3,21.2,616.2029866616816,12467.925,242.16777375804088
2.0,Southern Province,24.0,Huye,2412.0,Rwaniro,54.11396167697844,rwaniro,Rwaniro,27.5,30.5,33.8,8.2,100,24136,Huye,42.0,22.27,446.0216781775213,10137.12,187.32910483455896
