Dist_ID,District,Name,Prov_ID,Province,Sect_ID,NO2_mean,year,month,date,CO_mean,SO2_mean,O3_mean,AER_mean,poor_percent,avg_deprivation_intensity,poverty_index,NO2_µg_m3,SO2_µg_m3,O3_µg_m3,CO_mg_m3,NO2_EF,CO_EF,SO2_EF,O3_EF,AER_EF,AQI
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.07297507858590313,2023,9,2023-09,0.049386809207423873,0.40712792808331694,0.6290604362012847,0.7407333926902285,,,,-0.00041969792071717537,0.003260585794037264,0.003774362617207708,0.00017291556573749284,-4.196979207171754e-05,4.322889143437321e-05,8.151464485093161e-05,6.290604362012846e-05,0.7409935630595117,74.09935630595118
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.6643631277585546,2023,10,2023-10,-0.8880182313852386,0.41651119896570454,0.15551976481589588,0.5843321844070581,,,,-0.0038209184385213867,0.0033357340647165857,0.0009331185888953752,-0.0031091738326375668,-0.00038209184385213865,-0.0007772934581593917,8.339335161791464e-05,1.555197648158959e-05,0.7138328953289715,71.38328953289715
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.9534407444953313,2023,11,2023-11,-0.9688188410577298,0.3116967294375983,-1.091902098518706,0.2609215795691807,,,,-0.005483476081778774,0.002496301181883365,-0.006551412591112236,-0.0033920769672533763,-0.0005483476081778774,-0.0008480192418133441,6.240752954708412e-05,-0.0001091902098518706,0.6576693395933234,65.76693395933233
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.6491302454084233,2023,12,2023-12,0.15624482311075288,-0.7682586678507457,-1.4586773342598371,0.2663891290293442,,,,-0.0037333103239051944,-0.0061527916061496594,-0.008752064005559022,0.0005470521869165236,-0.00037333103239051943,0.0001367630467291309,-0.00015381979015374148,-0.0001458677334259837,0.6586188354176711,65.86188354176711
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.1815182083833845,2024,1,2024-01,2.2527735643022466,0.5974165242247588,-2.1896235568184603,1.2613708216118185,,,,-0.0010439565959649401,0.004784559588385037,-0.013137741340910761,0.007887523442013242,-0.000104395659596494,0.0019718808605033106,0.00011961398970962592,-0.00021896235568184602,0.8314075718146062,83.14075718146063
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.7338371088078927,2024,2,2024-02,0.6380772127565749,-1.0803510383004606,-2.0289117170832287,0.6695085945352282,,,,-0.004220480672031393,-0.008652261377988813,-0.012173470302499372,0.002234067841163958,-0.0004220480672031393,0.0005585169602909895,-0.00021630653444972033,-0.00020289117170832285,0.7286246491738834,72.86246491738834
54,Kayonza,Kabarondo,5,Eastern Province,5403,-1.265802337622608,2024,3,2024-03,-0.665536256068822,-0.44253128705960304,-1.5026445540943834,0.26643457837164086,,,,-0.007279945694252023,-0.0035441224452385954,-0.009015867324566301,-0.0023302088165609632,-0.0007279945694252023,-0.0005825522041402408,-8.860306113096488e-05,-0.00015026445540943835,0.6586267281603055,65.86267281603055
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.7715600680000908,2024,4,2024-04,-1.875082887288743,1.643364607279753,-1.0418347649173754,0.19660876844012795,,,,-0.004437434841085522,0.013161296298551721,-0.0062510085895042524,-0.006565133959119712,-0.0004437434841085522,-0.001641283489779928,0.000329032407463793,-0.00010418347649173753,0.6465007628727999,64.65007628727999
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.8749656298676952,2024,5,2024-05,-1.0663647527288183,-0.42137624543086954,-0.28339043448431256,1.0694009641662094,,,,-0.005032146078776582,-0.003374697005594476,-0.0017003426069058753,-0.003733609590491775,-0.0005032146078776582,-0.0009334023976229437,-8.43674251398619e-05,-2.8339043448431255e-05,0.7980700447609845,79.80700447609846
54,Kayonza,Kabarondo,5,Eastern Province,5403,1.2887659355980106,2024,6,2024-06,-0.01219232720429694,-1.1885754895356786,0.9259743674390738,1.304070758355502,,,,0.007412015087108058,-0.009519003951818865,0.005555846204634443,-4.268838562404467e-05,0.0007412015087108058,-1.0672096406011167e-05,-0.0002379750987954716,9.259743674390738e-05,0.838822852084759,83.8822852084759
54,Kayonza,Kabarondo,5,Eastern Province,5403,0.8506981270285776,2024,7,2024-07,1.3206537537106235,0.030412084577299357,1.00976055600057,1.4736574432028422,,,,0.0048925776030731075,0.00024356278235844619,0.00605856333600342,0.004623938955179321,0.0004892577603073107,0.0011559847387948303,6.089069558961154e-06,0.00010097605560005699,0.8682733125333952,86.82733125333952
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.23435488937549717,2024,8,2024-08,1.4768325272652973,-0.8008894814637714,1.1880215761991813,1.352810062784159,,,,-0.001347833557520828,-0.006414123634672978,0.007128129457195088,0.005170759886087622,-0.0001347833557520828,0.0012926899715219055,-0.00016035309086682444,0.00011880215761991813,0.847286930256122,84.7286930256122
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.19362277587575208,2024,9,2024-09,0.8495427290026517,0.12762156910829023,2.061106755018588,0.8843632243452626,,,,-0.0011135729897554193,0.0010220892415960191,0.012366640530111528,0.0029744614799205346,-0.00011135729897554193,0.0007436153699801336,2.5552231039900477e-05,0.00020611067550185878,0.7659363507566035,76.59363507566034
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.27135029267530364,2024,10,2024-10,0.9482771655617099,0.04886718492233571,1.554085428199702,0.20611994168282602,,,,-0.00156060337074884,0.0003913650672467561,0.009324512569198213,0.003320155425922937,-0.000156060337074884,0.0008300388564807343,9.784126681168902e-06,0.0001554085428199702,0.6481524752796811,64.81524752796811
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.7703072249700642,2024,11,2024-11,-0.03844357028007177,-0.44686609243808695,0.8387377560717657,0.2905720442009993,,,,-0.004430229427609081,-0.0035788388178135287,0.005032426536430594,-0.0001346005504431013,-0.0004430229427609081,-3.3650137610775325e-05,-8.947097044533822e-05,8.387377560717656e-05,0.6628184457080465,66.28184457080465
54,Kayonza,Kabarondo,5,Eastern Province,5403,-0.5769188956760306,2024,12,2024-12,0.1306450957048835,-0.3323606297434832,0.06084226963732038,0.5896031394167341,,,,-0.0033180047987567706,-0.0026617931934581206,0.00036505361782392234,0.0004574211413367234,-0.00033180047987567705,0.00011435528533418086,-6.654482983645302e-05,6.084226963732039e-06,0.7147482505184356,71.47482505184357
54,Kayonza,Kabarondo,5,Eastern Province,5403,-1.0979342979854405,2025,1,2025-01,0.77471133266113,-0.5460338000877504,-0.06046749557462183,0.8406432348774956,,,,-0.006314494631288764,-0.00437304819645277,-0.000362804973447731,0.002712458053479782,-0.0006314494631288764,0.0006781145133699455,-0.00010932620491131925,-6.046749557462184e-06,0.7583439279092892,75.83439279092892
54,Kayonza,Mukarange,5,Eastern Province,5404,-1.2306648032777294,2020,1,2020-01,0.9902246939754856,-0.18441526210685338,-1.6638026301652908,-0.867497659169685,,,,-0.007077860949851041,-0.001476935730398262,-0.009982815780991744,0.0034670242097816694,-0.000707786094985104,0.0008667560524454174,-3.692339325995655e-05,-0.00016638026301652906,0.46170781000817657,46.170781000817655
54,Kayonza,Mukarange,5,Eastern Province,5404,-1.4478494252060634,2020,2,2020-02,-0.0976900418792478,-0.3612638637765473,-1.2048569001425034,-0.9054114930268737,,,,-0.008326944006716373,-0.002893271969020423,-0.007229141400855021,-0.0003420372591297164,-0.0008326944006716373,-8.55093147824291e-05,-7.233179922551058e-05,-0.00012048569001425035,0.4551236854026839,45.51236854026839
